tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l1_mem_load_retired_l1_hit,perf_cache_l1_mem_load_retired_l1_miss,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l2_mem_load_retired_l2_hit,perf_cache_l2_mem_load_retired_l2_miss,perf_cache_stalls_cycle_activity_stalls_l1d_miss,perf_cache_stalls_cycle_activity_stalls_l2_miss,perf_cache_stalls_cycle_activity_stalls_l3_miss,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cycles,perf_execution_ports_exe_activity_1_ports_util,perf_execution_ports_exe_activity_2_ports_util,perf_execution_ports_exe_activity_3_ports_util,perf_execution_ports_exe_activity_4_ports_util,perf_execution_ports_instructions,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_summary
338-lib1-t16-k512-r1c1-u--b32,ok,ok,1,16,512,1,1,-,32,10230756,10240105,99.999,32768000000,2251845913,5761913730,244220933,1726729,59539318,2101325,2531556861,5777189532,153732444,9127920288,1992607534,2308755586,5766211143,969330461,615394243,2528144471,5774848582,592299739,22906011,314572931,294219049,23014065,2528380156,5777236815,2503645534,231905746,647117234,453813418,462833883,5776955353,2529512442,5777193231,2529708602,2257515100,1726729,244220933,2101325,59539318,2251845913,5761913730,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
339-lib1-t16-k512-r1c1-u--b64,ok,ok,1,16,512,1,1,-,64,9237186,9250156,110.701,32768000000,2053103874,4610832106,148353564,178528,59453453,2048564,2321718965,4620402651,216968124,8663149779,1818392315,2057034454,4610916443,994833042,500946800,2305616124,4622243649,477074711,22284448,338374723,314124997,22497352,2323109232,4621129796,2298670987,274221107,570945139,355743696,537305606,4621089103,2329494491,4624069140,2329677308,2064118383,178528,148353564,2048564,59453453,2053103874,4610832106,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
340-lib1-t16-k512-r1c1-u--b128,ok,ok,1,16,512,1,1,-,128,8777287,8792731,116.460,32768000000,1936909653,4017552713,99065424,225270,57581377,1875724,2208069102,4032230653,223018913,7969261889,1708619757,1943559039,4015287125,1106862897,540187854,2183959302,4033247568,517438033,21623366,327035711,303329691,24616129,2201827462,4033512154,2180441744,276205583,536034942,425162744,447564035,4029596466,2195602659,4034161422,2195792480,1933609083,225270,99065424,1875724,57581377,1936909653,4017552713,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
341-lib1-t16-k512-r2c2-u--b16,ok,ok,1,16,512,2,2,-,16,28635930,28658935,35.731,32768000000,6137752693,7969685526,146129674,601233,61310464,2065657,6171586794,7974337872,4958223,613653574,321923684,6158044740,7973387133,2371122133,32338191,6172737281,7974059114,30606414,1920302,105565736,48826310,6008206,6164199812,7971901720,6169502283,1337150035,1617670843,652676761,569645924,7973626550,6162367431,7971102837,6162424856,5148036283,601233,146129674,2065657,61310464,6137752693,7969685526,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
342-lib1-t16-k512-r2c2-u--b32,ok,ok,1,16,512,2,2,-,32,20210398,20219460,50.644,32768000000,4357530661,8000647083,94444821,235385,60883542,1816051,4426958195,8003974251,8178541,1131372934,568004407,4380403534,8001598431,2272370869,72874912,4437843299,8009124033,69576293,3330520,103877138,64648270,8557434,4420731974,8004636502,4428113313,960640044,1099864861,669232862,550657588,8004881571,4429379097,8005671816,4429453305,3808691466,235385,94444821,1816051,60883542,4357530661,8000647083,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
343-lib1-t16-k512-r2c2-u--b64,ok,ok,1,16,512,2,2,-,64,14006328,14014961,73.065,32768000000,3040603001,7254228828,63520482,177030,57827075,1766137,3217511882,7270299936,27067956,2091918103,897171546,3091279570,7259835100,2148835847,140366077,3141377220,7262147450,136663124,4785879,175076732,134273705,14065335,3249899813,7274206294,3207448925,505685488,524527484,390994442,428649303,7269486913,3200218428,7265655804,3200330638,2812130541,177030,63520482,1766137,57827075,3040603001,7254228828,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
344-lib1-t16-k512-r2c2-u--b128,ok,ok,1,16,512,2,2,-,128,14130309,14135398,72.442,32768000000,3053432476,7463245346,254319208,819597,60036938,1926635,3176318595,7461565836,8451436,2725997501,1282422222,3061500184,7465720634,1903769956,136833336,3162763250,7465008535,135436872,3553810,197538786,139185779,16853973,3207923285,7465287997,3177557043,327455417,626705641,526466485,538936235,7461663345,3167711047,7459540724,3167905966,2828925008,819597,254319208,1926635,60036938,3053432476,7463245346,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
345-lib1-t16-k512-r2c4-u--b16,ok,ok,1,16,512,2,4,-,16,23222304,23228486,44.084,32768000000,4982960693,7980590154,91631776,214289,61428930,1854911,5027452901,7987122984,5886400,714992793,420419695,4998264532,7981686728,2410396326,52501970,5035818624,7989711775,50793120,1678835,73324920,48845363,6801022,5023299769,7985967094,5025204761,1106728271,1484768000,711169075,608627324,7986215641,5021655799,7984690002,5021884182,4261164266,214289,91631776,1854911,61428930,4982960693,7980590154,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
346-lib1-t16-k512-r2c4-u--b32,ok,ok,1,16,512,2,4,-,32,16864834,16891928,60.621,32768000000,3641047005,7510812029,62518803,178303,61587972,1882157,3745897801,7522914692,16641357,1263297445,614041611,3642029334,7510194683,1977632934,85778872,3733120664,7522266724,82093359,2537133,119444345,82357138,8729238,3751453863,7523676009,3743477118,735351050,577765141,374569235,410773749,7522505933,3726126591,7519167904,3726316840,3226568325,178303,62518803,1882157,61587972,3641047005,7510812029,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
347-lib1-t16-k512-r2c4-u--b64,ok,ok,1,16,512,2,4,-,64,13507094,13520083,75.739,32768000000,2923351478,7201989856,244689483,613416,59463383,1771688,3058837279,7205931305,13671892,2318688841,1079481866,2935867597,7199408123,1679010678,142594275,2999245617,7202695549,141184317,2040001,170450115,101848889,11788485,3066605899,7206847329,3054819169,314249288,621944088,484290179,527082623,7203780151,3076791843,7207068246,3076896154,2707332950,613416,244689483,1771688,59463383,2923351478,7201989856,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
348-lib1-t16-k512-r2c4-u--b128,ok,ok,1,16,512,2,4,-,128,15358395,15362457,66.656,32768000000,3316752025,7124268331,250836422,5999038,62765248,1828013,3435379586,7123341853,13328880,2722042925,1258391440,3313719868,7124371031,1639061966,225231705,3374669447,7122339255,215441624,2998343,194177333,100922285,15113842,3430053367,7126239669,3409082841,344998635,767868350,609800583,578095262,7122498125,3410870124,7120602930,3411058363,2966823066,5999038,250836422,1828013,62765248,3316752025,7124268331,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
349-lib1-t16-k512-r4c2-u--b16,ok,ok,1,16,512,4,2,-,16,22475464,22495810,45.520,32768000000,4825470582,8044210074,89746995,366562,61277613,1880581,4858041976,8048970164,5083421,494361602,318455808,4836900182,8048294555,2437832412,31912503,4865166047,8051328876,29843281,1628393,70210687,45246142,6644027,4856321350,8048038631,4856741091,937759438,1568864237,660894471,646229469,8049393773,4868859094,8050710927,4869094323,4130016375,366562,89746995,1880581,61277613,4825470582,8044210074,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
350-lib1-t16-k512-r4c2-u--b32,ok,ok,1,16,512,4,2,-,32,16637359,16658295,61.471,32768000000,3604092437,7546406778,62288262,170402,61544497,1889316,3667207058,7552092028,7425558,732365595,399136091,3604471520,7545456247,2051775917,50665112,3653458726,7547915432,47964340,2520593,88254402,72704761,7926546,3666259045,7550196725,3660937977,720414195,596087415,341700379,395914606,7550694200,3653122560,7547820487,3653239158,3142053266,170402,62288262,1889316,61544497,3604092437,7546406778,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
351-lib1-t16-k512-r4c2-u--b64,ok,ok,1,16,512,4,2,-,64,13616131,13636241,75.094,32768000000,2948878819,7267306559,243371073,431939,62072580,1932143,3030371756,7270558275,6649300,1296401574,752399590,2943353145,7266229841,1813233173,86652645,3002099249,7273344428,87453842,2156255,119213893,78865546,11265154,3025296395,7268435039,3017799918,316974665,646322614,469843425,523899609,7264777940,3028643238,7271498345,3028771371,2651209525,431939,243371073,1932143,62072580,2948878819,7267306559,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
352-lib1-t16-k512-r4c2-u--b128,ok,ok,1,16,512,4,2,-,128,14212770,14236631,71.927,32768000000,3117798074,7085559468,257734049,6248613,60990017,1915050,3205430476,7094127844,8161246,1777249036,1019679342,3083934117,7072523129,1739145352,170018448,3137080577,7080104318,162384522,2776073,155000893,84813794,12768444,3198972288,7089019986,3199098328,303460694,694966164,532830611,596766075,7093136033,3213617372,7096733409,3213889638,2798376925,6248613,257734049,1915050,60990017,3117798074,7085559468,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
353-lib1-t16-k768-r1c1-u--b16,ok,ok,1,16,768,1,1,-,16,11478209,11494690,89.085,32768000000,2497057599,6587062508,438310342,6919718,58239440,1825216,2854522804,6604561121,156448561,10112127401,2332194917,2665935989,6591874193,950967100,701027651,2862148107,6601895215,670281539,28007661,342421745,327412796,24255797,2840605250,6602398306,2841336755,316836909,606353075,619096480,495782179,6600655390,2846003334,6601468023,2846182926,2555292183,6919718,438310342,1825216,58239440,2497057599,6587062508,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
354-lib1-t16-k768-r1c1-u--b32,ok,ok,1,16,768,1,1,-,32,10605375,10622270,96.401,32768000000,2330639641,5764995144,245046335,6489490,59310216,1945043,2640231556,5778755804,172864219,9859898563,2068635527,2387936793,5766470479,937725800,632364370,2649169164,5780879863,605683528,25123491,354379822,328331530,22865598,2644262327,5779932577,2629431933,260481987,695600397,474845833,474753114,5781127191,2620066096,5777199661,2620207067,2330453975,6489490,245046335,1945043,59310216,2330639641,5764995144,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
355-lib1-t16-k768-r1c1-u--b64,ok,ok,1,16,768,1,1,-,64,9327393,9399614,108.941,32768000000,2068949664,4612713619,148924462,142740,62627585,2021154,2370355987,4622871285,237598031,9406499062,1926533514,2077897943,4610744297,968016053,511319487,2365885658,4620850024,485960903,24654382,383797975,359077690,24536042,2367477806,4621016848,2359340161,301250982,553777099,344984968,543936365,4621847134,2357672075,4621233590,2357907656,2093234458,142740,148924462,2021154,62627585,2068949664,4612713619,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
356-lib1-t16-k768-r1c1-u--b128,ok,ok,1,16,768,1,1,-,128,8965665,8983981,113.981,32768000000,1980992646,4031669203,99534490,132942,63245316,2036867,2262783817,4043850525,256369866,8774798562,1816591107,1988940839,4032941780,1088559241,556747425,2207496449,4041136454,531766017,24706415,376725630,353949102,25866837,2254033444,4044048194,2245630298,286370863,534991562,435077720,439390231,4043699338,2254552414,4044319052,2254798548,1986698016,132942,99534490,2036867,63245316,1980992646,4031669203,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
357-lib1-t16-k768-r2c2-u--b16,ok,ok,1,16,768,2,2,-,16,28682688,28695851,35.685,32768000000,6140409257,7964169413,145138532,318138,61702866,1791937,6188265086,7973283230,4717112,645756034,339018343,6169218248,7969822300,2379409339,27988320,6187129830,7971253089,29121270,1847031,116123606,50772543,6325627,6187975445,7972273354,6184491315,1355823255,1807122401,569636155,505728454,7971075658,6186675766,7972255451,6186694278,5179931941,318138,145138532,1791937,61702866,6140409257,7964169413,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
358-lib1-t16-k768-r2c2-u--b32,ok,ok,1,16,768,2,2,-,32,20436537,20455458,50.060,32768000000,4391406426,8001306810,93758688,198376,61825960,1926450,4463025439,8003248912,7723022,1211534871,627924354,4404709908,8004430933,2264255996,73966688,4473093379,8009510324,70764340,3118814,125372565,74334568,9609343,4472134129,8010435751,4470849086,971683523,1104221679,685718417,549512338,8011516729,4464865832,8008397586,4464911158,3827084075,198376,93758688,1926450,61825960,4391406426,8001306810,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
359-lib1-t16-k768-r2c2-u--b64,ok,ok,1,16,768,2,2,-,64,14136318,14149993,72.368,32768000000,3071751058,7249724677,63342760,138264,62807291,1902561,3275100444,7266213024,28453669,2362004684,1004078412,3077714220,7252965222,2130743649,142143963,3205920249,7264025745,137045533,4931845,208139608,155374168,13205045,3271030903,7265148250,3260029860,524082752,529484326,391077770,421925013,7263355864,3268343473,7265533843,3268468149,2874173308,138264,63342760,1902561,62807291,3071751058,7249724677,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
360-lib1-t16-k768-r2c2-u--b128,ok,ok,1,16,768,2,2,-,128,14169751,14176629,72.232,32768000000,3082044648,7451250618,251910544,759778,63236362,2006195,3271088104,7465326177,10267408,3230920463,1388000373,3085742252,7455655370,1859014503,152336440,3206194764,7455589319,141456113,4168104,224960944,158877828,15296095,3269780441,7466832109,3265085770,348412763,644308419,536183617,526554826,7467517631,3247977741,7458879024,3248093399,2889799066,759778,251910544,2006195,63236362,3082044648,7451250618,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
361-lib1-t16-k768-r2c4-u--b16,ok,ok,1,16,768,2,4,-,16,23288509,23311743,43.926,32768000000,5028037134,7978673794,91560090,158198,62156738,1876776,5070735185,7983415204,5798922,691311126,410475053,5043209385,7980834878,2419299291,42068919,5076232322,7984483040,41629488,1572183,83094314,50629948,7009238,5080157153,7986409344,5077497814,1084472751,1393170296,688175666,610497052,7983869589,5075611004,7985608156,5075845378,4308555075,158198,91560090,1876776,62156738,5028037134,7978673794,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
362-lib1-t16-k768-r2c4-u--b32,ok,ok,1,16,768,2,4,-,32,16803449,16841693,60.801,32768000000,3651054093,7560491783,62377690,127826,63778533,1863750,3776479722,7573710289,19752006,1323102941,673539367,3650421217,7559836772,1983153577,78381434,3779924074,7575903762,77643863,2461419,141859796,86486486,8502542,3788301244,7575880369,3787285796,740862264,578088676,388962866,417484401,7575809429,3792479383,7577915931,3792686633,3288469075,127826,62377690,1863750,63778533,3651054093,7560491783,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
363-lib1-t16-k768-r2c4-u--b64,ok,ok,1,16,768,2,4,-,64,13584128,13598925,75.300,32768000000,2963085639,7198252304,244601098,523407,65353595,1862402,3145568146,7207932247,20247133,2798044632,1187316538,2970364288,7200041630,1636104451,167991174,3077625002,7206086831,151377255,2615374,218369311,131230597,11594212,3167720550,7213272098,3128349224,331450686,640108167,481572422,525307438,7202425695,3119249870,7199143401,3119360228,2755807566,523407,244601098,1862402,65353595,2963085639,7198252304,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
364-lib1-t16-k768-r2c4-u--b128,ok,ok,1,16,768,2,4,-,128,15488950,15495180,66.085,32768000000,3360845737,7119573928,249357779,5858472,64753184,1765531,3502513467,7121223285,24569582,3472167415,1407102023,3350532724,7121562168,1595334969,245618489,3542548646,7116249104,245571960,3312624,247285322,130352981,13310084,3513132421,7127168751,3481785056,361639556,786907333,621196942,580923865,7122914499,3469552763,7117507049,3469710932,3022837025,5858472,249357779,1765531,64753184,3360845737,7119573928,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
365-lib1-t16-k768-r4c2-u--b16,ok,ok,1,16,768,4,2,-,16,22569923,22589464,45.331,32768000000,4868151747,8047876626,90555253,241642,63508108,1927071,4902653299,8052472545,5265619,483171117,313610979,4878327843,8048740672,2442306329,29248293,4899957455,8051179786,27462541,1411104,77078721,47400805,7439741,4902529141,8052077079,4896307183,971821386,1551331402,658282344,652419362,8049856960,4895872659,8050401270,4896081539,4158899875,241642,90555253,1927071,63508108,4868151747,8047876626,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
366-lib1-t16-k768-r4c2-u--b32,ok,ok,1,16,768,4,2,-,32,16774482,17736927,57.733,32768000000,3676492703,7558110368,63293064,152749,63479515,2055234,3691853542,7561002076,7958192,773712804,434984802,3625226247,7552755030,2044978715,52300126,3679699773,7557983578,49626797,2344239,92582932,72327581,8796005,3700443586,7564895565,3686148002,737657262,588062383,322616428,396155054,7559283985,3680117182,7558292592,3680237914,3180484066,152749,63293064,2055234,63479515,3676492703,7558110368,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
367-lib1-t16-k768-r4c2-u--b64,ok,ok,1,16,768,4,2,-,64,13622724,13630923,75.123,32768000000,2970214619,7267570774,243426014,386693,63469361,1834657,3066351239,7269353237,6785588,1541266605,861067356,2961600129,7265095198,1772962443,106920365,3044626121,7273269707,100588202,2292710,139729483,89640684,12023815,3071102515,7272892907,3068997158,327978197,659497589,475897025,518369671,7271599533,3079096469,7267459898,3079271877,2708032700,386693,243426014,1834657,63469361,2970214619,7267570774,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
368-lib1-t16-k768-r4c2-u--b128,ok,ok,1,16,768,4,2,-,128,14451527,14459297,70.819,32768000000,3134807623,7072165865,253599730,5790359,62075749,1837008,3268757553,7085422274,8888515,2411592535,1206148640,3186500869,7090890995,1676355431,211713961,3218970748,7079495734,211735899,3416295,183632746,100147694,13197436,3310522789,7101454311,3316466910,322333483,728272334,551031051,615711584,7103970687,3276945899,7089584334,3277141396,2855035550,5790359,253599730,1837008,62075749,3134807623,7072165865,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
369-lib1-t16-k1024-r1c1-u--b16,ok,ok,1,16,1024,1,1,-,16,11200271,11209680,91.350,32768000000,2454413013,6426785560,425286782,6414118,58256108,1963957,2792221648,6437620309,149113080,10214818895,2396755992,2573851868,6430846015,872619133,727884443,2794444030,6437375737,695342225,29033481,316610142,308437244,20032704,2769154178,6437852331,2881959654,376599197,650686151,597744969,483860025,6440844168,2741853953,6436914308,2742059558,2455648066,6414118,425286782,1963957,58256108,2454413013,6426785560,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
370-lib1-t16-k1024-r1c1-u--b32,ok,ok,1,16,1024,1,1,-,32,10343817,10375755,98.692,32768000000,2272652599,5634797913,231619899,6462555,61744903,2070496,2569240763,5650426740,162980129,9938147725,2113427716,2312895609,5639262328,865524994,664379130,2545129535,5642215393,637966894,25972095,322803811,307799571,19628096,2549226437,5647154836,2553722092,251930657,645820506,487502764,507969297,5648851530,2548949914,5645262376,2549125535,2249518766,6462555,231619899,2070496,61744903,2272652599,5634797913,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
371-lib1-t16-k1024-r1c1-u--b64,ok,ok,1,16,1024,1,1,-,64,9011247,9090086,112.650,32768000000,2007478562,4481427763,135223765,1249225,63866418,1971082,2318185452,4495868992,231215644,9296041827,1923035413,2004071938,4479836464,912386587,483931010,2288518143,4490526956,455468494,26474962,371138572,352930960,22380231,2297117234,4487346162,2299460687,297053400,561195451,282739288,570376885,4492710429,2300490099,4488331408,2300650806,2039711041,1249225,135223765,1971082,63866418,2007478562,4481427763,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
372-lib1-t16-k1024-r1c1-u--b128,ok,ok,1,16,1024,1,1,-,128,8415925,8434328,121.409,32768000000,1864038005,3893831776,85827571,146699,59299908,1806143,2168650787,3903157718,255396009,8421895769,1787100826,1874193227,3897578655,1091931564,495992293,2069339650,3902306584,470545095,25550850,369377023,353849230,19064479,2158543680,3907330188,2143978947,263691761,498324353,359031969,493980440,3904771213,2172546979,3909027688,2172733631,1912503225,146699,85827571,1806143,59299908,1864038005,3893831776,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
373-lib1-t16-k1024-r2c2-u--b16,ok,ok,1,16,1024,2,2,-,16,28868234,28885344,35.451,32768000000,6187329296,7864426666,140489404,296583,60204808,1864533,6215762050,7866776529,4917111,462930886,265057316,6202614923,7866026987,2347699154,21614087,6222679108,7866689736,19105775,1259132,82128383,36197291,5339330,6213916335,7868310563,6214743936,1342299960,1616502721,622668167,566812801,7869098161,6210011447,7866838435,6210078479,5189347050,296583,140489404,1864533,60204808,6187329296,7864426666,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
374-lib1-t16-k1024-r2c2-u--b32,ok,ok,1,16,1024,2,2,-,32,20323005,20342415,50.338,32768000000,4389011136,7900664731,89844535,378177,62124820,2033366,4441715457,7904169443,6936162,884303644,517910449,4400399883,7903148977,2260525119,56972731,4443389318,7905905695,53245148,1981143,99523239,51883230,7211843,4434134128,7901197637,4443404979,992153177,1097243991,652643590,534747101,7904822661,4435490386,7901809795,4435589384,3820598983,378177,89844535,2033366,62124820,4389011136,7900664731,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
375-lib1-t16-k1024-r2c2-u--b64,ok,ok,1,16,1024,2,2,-,64,13944419,13964925,73.327,32768000000,3029456159,7151629904,57964911,115378,61544565,1833239,3215332698,7165815814,19446910,2014852003,936583998,3036714540,7154452252,2127277143,126306330,3197245020,7163964779,124515234,3325721,177136990,124006055,11311380,3204283638,7164194800,3203245111,519286919,511874274,376221589,420173836,7161766301,3208934019,7166359322,3209100291,2827208833,115378,57964911,1833239,61544565,3029456159,7151629904,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
376-lib1-t16-k1024-r2c2-u--b128,ok,ok,1,16,1024,2,2,-,128,14104084,14112760,72.558,32768000000,3069179179,7342128641,245785439,545047,62141124,1886756,3242855825,7352797986,10073133,3184704544,1442353271,3066921391,7343583550,1770918370,154991552,3193456488,7347876507,159179705,3326557,242016046,166252939,15089896,3264077067,7349923057,3244621106,358218226,657012911,536800773,534495045,7348845273,3193065960,7343040620,3193156209,2780629533,545047,245785439,1886756,62141124,3069179179,7342128641,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
377-lib1-t16-k1024-r2c4-u--b16,ok,ok,1,16,1024,2,4,-,16,23312150,23326983,43.898,32768000000,5004194938,7884267629,86690343,297398,59858704,1604060,5062479225,7894089759,5493643,509009052,310922377,5028727009,7890986748,2418769349,28053818,5064556585,7893909279,32015333,1270703,65783366,39813428,5265167,5056494089,7893128489,5063444980,1114266535,1483646235,692349446,604403353,7894488947,5060911537,7893092632,5061128345,4303297908,297398,86690343,1604060,59858704,5004194938,7884267629,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
378-lib1-t16-k1024-r2c4-u--b32,ok,ok,1,16,1024,2,4,-,32,16681839,16695340,61.334,32768000000,3608364388,7416964836,58728661,127646,59187746,1790128,3740470833,7428177551,17309805,1166757226,636577227,3614966790,7414353518,1966857194,69508648,3727940487,7427260837,67699582,1832577,125142797,72782100,7207133,3736789501,7428084935,3734697685,736960102,574594264,370709411,403281243,7428586169,3733575323,7426397672,3733820706,3240863891,127646,58728661,1790128,59187746,3608364388,7416964836,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
379-lib1-t16-k1024-r2c4-u--b64,ok,ok,1,16,1024,2,4,-,64,13606025,13619944,75.184,32768000000,2959615152,7110297010,241961194,1495355,62991084,1819409,3153984531,7114946669,19744727,2887720847,1212739219,2961058493,7108452456,1588888037,164910420,3020401722,7106629743,174595523,1885327,204426350,111589465,11151764,3125063222,7114289721,3131500151,332793508,655182223,496942985,518820474,7116501784,3144924220,7115727941,3145049160,2774984641,1495355,241961194,1819409,62991084,2959615152,7110297010,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
380-lib1-t16-k1024-r2c4-u--b128,ok,ok,1,16,1024,2,4,-,128,15385463,15389964,66.537,32768000000,3329315283,7015527724,243434931,6154678,64951378,1652409,3485459271,7023252457,24030798,3502160405,1383536345,3338190242,7018092411,1521184591,254085648,3412711603,7021406666,250245558,2458049,246115659,115696032,11313094,3473689627,7018308294,3467008327,370353803,803007152,629152182,576662306,7021639459,3442511997,7017063784,3442728306,2997899416,6154678,243434931,1652409,64951378,3329315283,7015527724,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
381-lib1-t16-k1024-r4c2-u--b16,ok,ok,1,16,1024,4,2,-,16,22665320,22680506,45.149,32768000000,4873590543,7969891471,87364797,219489,59058600,1708934,4909314480,7970779889,5264821,468674743,339903028,4887762589,7969612383,2400801085,33956503,4908763714,7971904139,33875649,1004931,65905555,37856858,7367472,4914282132,7973002219,4909744927,971213022,1587199703,632254501,636661683,7971557906,4910301179,7971665575,4910545938,4166967050,219489,87364797,1708934,59058600,4873590543,7969891471,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
382-lib1-t16-k1024-r4c2-u--b32,ok,ok,1,16,1024,4,2,-,32,16610102,16651918,61.494,32768000000,3600852852,7456327756,58081987,214381,63520989,1836983,3658256682,7463892484,7270241,605176881,388489733,3604023115,7456236706,2019123942,46519556,3648791664,7460567612,43936724,1507164,70902439,55198964,8329028,3659177765,7464408528,3654019261,725817163,590354044,334689098,390734778,7462933794,3655744317,7463812758,3655909847,3160669466,214381,58081987,1836983,63520989,3600852852,7456327756,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
383-lib1-t16-k1024-r4c2-u--b64,ok,ok,1,16,1024,4,2,-,64,13721215,13731678,74.572,32768000000,2989992670,7182292062,239617054,1630604,62382978,2072504,3071747158,7184546839,6665119,1511425774,872196330,2990549864,7183500179,1708517786,115589748,3043761019,7184693445,118777731,1489641,117658158,65898161,10745835,3059817561,7182934791,3065107752,339735275,681344364,478939477,518464948,7184221625,3065287036,7181248210,3065427102,2695567958,1630604,239617054,2072504,62382978,2989992670,7182292062,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
384-lib1-t16-k1024-r4c2-u--b128,ok,ok,1,16,1024,4,2,-,128,14568916,14580751,70.230,32768000000,3172131203,6984468763,249064472,6209265,62119408,1822361,3323994539,7013028395,9654735,2679885007,1275257154,3219825648,7003131512,1548133407,261951509,3252224670,6997005452,252294317,2229723,185385200,81732592,13909815,3284041865,6997388000,3321566400,324649925,757913148,570009725,614211555,7012138926,3292370277,7003161521,3292562351,2868853200,6209265,249064472,1822361,62119408,3172131203,6984468763,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
385-lib1-t32-k256-r1c1-u--b16,ok,ok,1,32,256,1,1,-,16,11218456,11250729,91.016,32768000000,2480374874,6836765671,459562594,858595,60061739,2128917,2730227513,6855063022,138646277,9171252892,2100554653,2601219916,6845174460,1045716718,701630019,2732448293,6859666545,679454398,21008618,278324779,259399418,23617921,2717251586,6859093371,2767090985,249640338,538117690,657894611,463469174,6890566174,2701477343,6857009935,2701668754,2437091175,858595,459562594,2128917,60061739,2480374874,6836765671,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
