tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l1_mem_load_retired_l1_hit,perf_cache_l1_mem_load_retired_l1_miss,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l2_mem_load_retired_l2_hit,perf_cache_l2_mem_load_retired_l2_miss,perf_cache_stalls_cycle_activity_stalls_l1d_miss,perf_cache_stalls_cycle_activity_stalls_l2_miss,perf_cache_stalls_cycle_activity_stalls_l3_miss,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cycles,perf_execution_ports_exe_activity_1_ports_util,perf_execution_ports_exe_activity_2_ports_util,perf_execution_ports_exe_activity_3_ports_util,perf_execution_ports_exe_activity_4_ports_util,perf_execution_ports_instructions,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,perf_tlb_cycles,perf_tlb_dTLB_load_misses,perf_tlb_dTLB_loads,perf_tlb_iTLB_load_misses,perf_tlb_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_power_rapl,profile_summary,profile_tlb,profile_uncore_numa,profile_vectorization
224-lib1-t4-k512-r4c2-u--b128,ok,ok,1,4,512,4,2,-,128,14813706,14824784,69.074,32768000000,3217160180,7231024834,261009064,6080501,201129242,1608823,3621788683,7241255466,11083046,3487960969,1570303694,3241909423,7234058846,1693777662,213794851,3548900113,7240487071,203031188,6465313,420782313,294425707,14410322,3639488570,7242676917,3609591411,359425067,764922679,557957070,608210281,7240623738,3600733523,7240295857,3600895345,3153461350,6080501,261009064,1608823,201129242,3217160180,7231024834,3595049547,334458,2103067727,20444,7242372409,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
225-lib1-t4-k768-r1c1-u--b16,ok,ok,1,4,768,1,1,-,16,12918155,12963991,78.988,32768000000,2810703332,6700528244,444349764,3817946,198864097,1869103,3820156783,6722585400,461117061,17360315068,2743680244,3432594325,6716010744,1244910472,437405627,3839540592,6721409303,353334334,80003389,1108631512,1061374689,28460242,3911761189,6728663321,3794449917,582375364,588230011,634870274,431373472,6715736592,3796254181,6717901213,3796421040,3344514433,3817946,444349764,1869103,198864097,2810703332,6700528244,3810587031,293643,1722723291,20738,6719682922,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
226-lib1-t4-k768-r1c1-u--b32,ok,ok,1,4,768,1,1,-,32,12371376,12388843,82.655,32768000000,2708460089,5879947683,252844852,6082747,198867254,1659737,3569435710,5897491523,478043374,15903455236,2500172342,3076453654,5887328404,1260499330,374180396,3600131324,5896569642,302416260,70649452,1066836806,1011090697,23234035,3558293680,5895584251,3535879544,522474382,675661370,467706577,456421435,5897308240,3542452894,5894372052,3542704884,3083353408,6082747,252844852,1659737,198867254,2708460089,5879947683,3541685096,301381,1719973789,20249,5897966236,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
227-lib1-t4-k768-r1c1-u--b64,ok,ok,1,4,768,1,1,-,64,11013976,11023009,92.897,32768000000,2423842894,4724554371,155651989,77099,198942088,1919195,3249935987,4743715659,631693950,15627180523,2324619633,2572636321,4730246789,1282314325,337407553,3300624328,4746003846,268766864,69293889,1119653075,1054133097,18225955,3255954809,4743576860,3216516229,478315260,544501151,340945272,508690717,4742311692,3214919486,4742891017,3215090451,2797120233,77099,155651989,1919195,198942088,2423842894,4724554371,3220022282,298164,1720019920,19774,4744213275,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
228-lib1-t4-k768-r1c1-u--b128,ok,ok,1,4,768,1,1,-,128,10460131,10493367,97.585,32768000000,2302443058,4152095822,108681145,78983,199148958,1720420,3098054892,4165451726,675070513,14930522240,2216608086,2363841548,4149792942,1343549533,348291018,3114725999,4163791625,278395785,68751969,1119971901,1072540027,22072732,3094946413,4164964305,3060424021,442560052,474902269,382608753,461074486,4162562684,3063076860,4165306944,3063287157,2656541575,78983,108681145,1720420,199148958,2302443058,4152095822,3060097375,286704,1718861770,19445,4164368001,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
229-lib1-t4-k768-r2c2-u--b16,ok,ok,1,4,768,2,2,-,16,28961641,28975484,35.340,32768000000,6209028054,8138342015,157286912,122692,198519721,1820036,6304390881,8141467355,4779600,1101321522,589164158,6295122648,8141102312,2398381638,42769686,6313457905,8139528539,38876119,4395812,223182844,112501532,5547899,6306675232,8138224329,6297776399,1402979939,1807520729,585350938,516971540,8138923450,6299015040,8139956226,6299155777,5324887558,122692,157286912,1820036,198519721,6209028054,8138342015,6296653383,291627,2495009085,21935,8140284821,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
230-lib1-t4-k768-r2c2-u--b32,ok,ok,1,4,768,2,2,-,32,20618721,20638575,49.616,32768000000,4439814138,8152975849,101918995,85626,197682320,1865566,4763113226,8148463974,11542803,2422086685,1095544272,4557434904,8152259370,2281619220,86052223,4934098382,8149579318,87886151,7466365,384074320,237723727,11117711,4763045063,8149914296,4718798594,1002925847,1123134496,694000469,554554707,8155058167,4697842569,8151175312,4697947337,4078529983,85626,101918995,1865566,197682320,4439814138,8152975849,4740776453,355792,2478180967,21236,8151201159,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
231-lib1-t4-k768-r2c2-u--b64,ok,ok,1,4,768,2,2,-,64,14627419,14639543,69.948,32768000000,3187473051,7409474791,73732232,77155,197902135,1747078,3852837765,7416044440,74092271,5176980152,1796737793,3188682293,7406858631,2129670813,163930068,3740238503,7413438208,154435853,12098822,653092438,489077737,13146287,3849003538,7413705543,3824163658,583303948,591929345,409957098,423548191,7412928152,3847498616,7416455881,3847766670,3379919716,77155,73732232,1747078,197902135,3187473051,7409474791,3832647454,289050,2504196752,20173,7419259210,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
232-lib1-t4-k768-r2c2-u--b128,ok,ok,1,4,768,2,2,-,128,14610442,14620044,70.041,32768000000,3216171392,7591982102,254365841,535682,197509373,2226319,3859241724,7596212064,42121147,6634034307,2090874515,3174170450,7589614313,1833579885,172924300,3815768468,7599598680,141504647,10906079,704883531,576050203,16296889,3846861558,7599138315,3888492233,456384011,721047754,546045000,513403548,7599950256,3858421906,7596236709,3858579907,3414526316,535682,254365841,2226319,197509373,3216171392,7591982102,3879853115,338168,2487856522,20855,7596154616,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
233-lib1-t4-k768-r2c4-u--b16,ok,ok,1,4,768,2,4,-,16,23614247,23631512,43.332,32768000000,5067729429,8146375647,101475588,80521,198861537,1866571,5179525796,8148441319,6307713,1070655637,605711708,5124097616,8147522309,2466821506,46027186,5178734303,8148589053,42146995,3257079,175246379,109126334,6321145,5171555229,8148519540,5172210566,1114457316,1433748022,690613198,627634329,8149278410,5167373142,8148612262,5167402583,4429002000,80521,101475588,1866571,198861537,5067729429,8146375647,5170289874,449601,2568010768,22862,8147848116,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
234-lib1-t4-k768-r2c4-u--b32,ok,ok,1,4,768,2,4,-,32,17103977,17114666,59.832,32768000000,3714480809,7726399368,73241241,80770,198998185,1549570,4088901572,7717817555,49230374,2748649811,1173147248,3728392897,7727341072,2030079945,81765922,4168877743,7723684088,90397616,5318086,484194464,257790027,10346089,4220714035,7715191043,4072409303,763891526,602797085,403689399,423662074,7719029560,4112819913,7717473184,4113054075,3573658183,80770,73241241,1549570,198998185,3714480809,7726399368,4055025392,331211,2208942559,20579,7716517716,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
235-lib1-t4-k768-r2c4-u--b64,ok,ok,1,4,768,2,4,-,64,13898074,13909644,73.618,32768000000,3014072370,7341453384,247557144,499445,199419741,2002871,3656602976,7350136086,104362554,6362416692,1846557568,3006375238,7340627218,1699988867,146538318,3560839768,7352765468,153990429,6478960,640252755,403639784,13227502,3668031277,7355031898,3661681722,385791721,694598104,478881322,517322426,7355465417,3669333337,7351305558,3669443221,3232188491,499445,247557144,2002871,199419741,3014072370,7341453384,3662693841,329459,2089017912,20651,7353735395,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
236-lib1-t4-k768-r2c4-u--b128,ok,ok,1,4,768,2,4,-,128,15253645,15269844,67.060,32768000000,3282670421,7219697941,239768355,6082362,200655985,1980526,3883784377,7227113213,132416449,7189970397,1965200347,3293094074,7222537267,1653375446,225559996,3708292053,7219944315,217075860,7236454,693988027,432544415,14958318,3915498293,7228387737,3840300241,392237144,814243404,576107564,560869265,7227149859,3813736683,7223127724,3813967115,3331919191,6082362,239768355,1980526,200655985,3282670421,7219697941,3824174545,349600,2118042816,20580,7230753135,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
237-lib1-t4-k768-r4c2-u--b16,ok,ok,1,4,768,4,2,-,16,22709153,22733456,45.044,32768000000,4887141372,8207583462,98628449,83932,200830914,2018002,4962908928,8210765740,4862597,649505025,414649888,4929830289,8209495397,2482969468,29589376,4969481275,8211730886,27687656,2976530,134323078,96292561,6865450,4965181965,8210286216,4964712004,940452630,1567014986,684224645,647300176,8212618447,4966999081,8210707990,4967042173,4274747791,83932,98628449,2018002,200830914,4887141372,8207583462,4970330458,402181,2549905614,22686,8213842249,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
238-lib1-t4-k768-r4c2-u--b32,ok,ok,1,4,768,4,2,-,32,17024318,17035413,60.110,32768000000,3695679554,7709452247,70101208,79985,200362261,1941867,3902991978,7713121419,6759616,1139281897,603109875,3694200151,7709621208,2102817918,44068666,3931711299,7715518377,39243969,4851115,244790340,173962653,7702988,3914315433,7713817046,3897089820,757798053,587145643,335466903,398737908,7711810780,3899633606,7716545909,3899812198,3398930350,79985,70101208,1941867,200362261,3695679554,7709452247,3882790052,303835,2193791972,19529,7711266728,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
239-lib1-t4-k768-r4c2-u--b64,ok,ok,1,4,768,4,2,-,64,13787060,13801025,74.197,32768000000,3003424876,7403590981,243764225,550686,199957520,1922784,3430527670,7410991344,7394309,2458765453,1280951219,2985576163,7400038363,1796472352,111342384,3332765824,7407982274,101495924,4632453,403617537,272254160,10502194,3440540902,7410610541,3426754902,372361536,704505273,488030105,514739762,7409128225,3442507014,7416331976,3442602199,3040149491,550686,243764225,1922784,199957520,3003424876,7403590981,3449574487,330959,2064420869,21056,7413668245,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
240-lib1-t4-k768-r4c2-u--b128,ok,ok,1,4,768,4,2,-,128,14901126,14939644,68.542,32768000000,3250682041,7232522992,261087154,6081171,201851660,1869662,3656953337,7243157782,9486781,3580641134,1624131597,3241481134,7232798527,1672979681,229954754,3638205942,7245840294,203920996,6641816,431955936,303574035,14074595,3640506032,7243613640,3643105941,362222672,770033074,566812684,600687738,7246065615,3660517770,7244229870,3660732603,3206260325,6081171,261087154,1869662,201851660,3250682041,7232522992,3635666437,326382,2102448193,19956,7241847631,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
241-lib1-t4-k1024-r1c1-u--b16,ok,ok,1,4,1024,1,1,-,16,12942601,12952610,79.057,32768000000,2825645246,6487888088,427398874,6352875,198776300,1634352,3840780972,6500703661,453804767,18919102592,3156964224,3413267229,6495879662,1064309210,526148603,3865248125,6501175665,439604498,83941569,1110124754,1082006006,21794479,3840529325,6505457795,3809309035,647327528,635949130,593068390,449380090,6502270071,3792355635,6501336713,3792580085,3319524708,6352875,427398874,1634352,198776300,2825645246,6487888088,3793344400,104411,1646693168,19748,6502496393,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
242-lib1-t4-k1024-r1c1-u--b32,ok,ok,1,4,1024,1,1,-,32,12180882,12204073,83.906,32768000000,2674096976,5703434543,236142011,6081226,198866180,1770094,3567767467,5711148911,483237031,17610360560,2864269488,3125764880,5707190539,1082354036,440568073,3586397211,5711868119,363981219,79294977,1084695978,1047750078,15387776,3549707551,5710751993,3498227435,559155798,658641662,484152921,467199534,5710206353,3543245508,5712149096,3543517180,3078135800,6081226,236142011,1770094,198866180,2674096976,5703434543,3539478756,120546,1645557330,18736,5712271575,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
243-lib1-t4-k1024-r1c1-u--b64,ok,ok,1,4,1024,1,1,-,64,11069806,11101805,92.237,32768000000,2428016249,4547133893,138290767,1040023,199120808,1728505,3352564971,4560753837,696363306,17859907270,2650181999,2686854503,4554187576,1114499966,391835239,3417177218,4559943376,311055907,80450112,1211802379,1168754632,24626901,3349821597,4561705181,3296372844,541365730,570944392,303436160,502171424,4560780271,3311267714,4561918112,3311528646,2883193433,1040023,138290767,1728505,199120808,2428016249,4547133893,3296320706,49829,1646215851,19507,4561820381,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
244-lib1-t4-k1024-r1c1-u--b128,ok,ok,1,4,1024,1,1,-,128,10501553,10519738,97.341,32768000000,2310597357,3961972175,89929802,76409,199421704,1738040,3191824478,3974854583,734909454,17114965746,2503823055,2366365010,3965219432,1192093020,422806610,3221044174,3976708747,343033314,79528290,1206759109,1177748150,20408546,3174510885,3977557188,3149631382,502651422,504031794,342196470,448176846,3977841321,3168715642,3978531777,3169002682,2748506958,76409,89929802,1738040,199421704,2310597357,3961972175,3156854405,41286,1644852626,19577,3975747409,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
245-lib1-t4-k1024-r2c2-u--b16,ok,ok,1,4,1024,2,2,-,16,29274691,29286008,34.966,32768000000,6280993978,7969908213,148845298,89606,198121212,1860962,6350283170,7972047011,4487961,925883819,561862983,6352828849,7970204111,2325066932,46274111,6363295809,7972191171,42312027,3250554,193870184,84572365,5925010,6356898301,7971544909,6344795081,1421232007,1640559399,634015991,563442525,7970171439,6350143713,7972130531,6350297532,5362955641,89606,148845298,1860962,198121212,6280993978,7969908213,6347405751,209707,2425720258,21108,7969851724,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
246-lib1-t4-k1024-r2c2-u--b32,ok,ok,1,4,1024,2,2,-,32,20613344,20626518,49.645,32768000000,4439480508,7977353436,90706181,79777,198001996,1850231,4742377480,7987684799,11241506,2254410155,1109772571,4571546837,7982372438,2220370329,83841415,4693153453,7978734632,79926496,5146385,340558224,194815455,11181092,4738873969,7986796801,4713469239,1042826753,1135300843,666986490,535872185,7987902461,4671193620,7981351722,4671371244,4067894100,79777,90706181,1850231,198001996,4439480508,7977353436,4684421424,199044,2414459319,20578,7984751470,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
247-lib1-t4-k1024-r2c2-u--b64,ok,ok,1,4,1024,2,2,-,64,14474478,14484401,70.697,32768000000,3152736741,7250718193,64622886,78660,198170871,1489337,3851003177,7256287116,56998184,5163774229,1933935088,3161097721,7252475873,2021620216,186506641,3792471758,7259739063,178197118,10642251,653382650,471224036,14477988,3854018521,7254639618,3880040441,590459370,638657417,436393444,427410997,7252303602,3837016640,7258329276,3837221595,3378267683,78660,64622886,1489337,198170871,3152736741,7250718193,3828388123,210191,2437872345,20613,7256311143,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
248-lib1-t4-k1024-r2c2-u--b128,ok,ok,1,4,1024,2,2,-,128,14689907,14813370,69.127,32768000000,3219681261,7418788872,244615020,799578,197944770,1719762,3994705335,7423305510,46509735,7384999966,2386482531,3200852343,7411198444,1643187033,199331373,3933812374,7422820582,172960188,11067744,795303128,637102258,15297720,4000770726,7422580481,3968805355,484246808,751397744,559382565,525912507,7429298698,3983631308,7424842878,3983750894,3533821066,799578,244615020,1719762,197944770,3219681261,7418788872,3968148751,247420,2415126888,20646,7426150484,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
249-lib1-t4-k1024-r2c4-u--b16,ok,ok,1,4,1024,2,4,-,16,23472829,23488404,43.596,32768000000,5034528514,7984640136,92855834,83196,198801507,1424381,5166331123,7990378317,6210451,1093973166,634206567,5119490834,7989831363,2401907728,50567612,5235752026,7987033839,51770071,3116421,169668505,103374795,4600386,5151471701,7986719788,5153388809,1143764477,1467028326,693818595,605335110,7987561247,5159854556,7988686853,5159871909,4429533116,83196,92855834,1424381,198801507,5034528514,7984640136,5167505532,316544,2508210116,23627,7991867122,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
250-lib1-t4-k1024-r2c4-u--b32,ok,ok,1,4,1024,2,4,-,32,17023991,17036597,60.106,32768000000,3684500807,7515130515,65040992,145345,199287481,1725480,4114618674,7514515380,53197473,2985000838,1323411461,3697795850,7517105325,1949401601,90232784,4195453664,7520110180,103766907,5397737,440418010,233343680,6248567,4106705761,7509150296,4097681422,769043608,613673286,399637002,411149732,7515970089,4081884438,7508889977,4082125940,3558790366,145345,65040992,1725480,199287481,3684500807,7515130515,4100158704,306119,2148301437,20145,7517124497,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
251-lib1-t4-k1024-r2c4-u--b64,ok,ok,1,4,1024,2,4,-,64,13729156,13739100,74.532,32768000000,2992787667,7180981567,239106117,1466388,199261472,1646934,3778973770,7191899520,122252756,7252345152,2114909485,3004273783,7180814462,1593685960,166238339,3599300662,7188780758,177672384,6553398,724550271,452129951,9983799,3756444633,7193292223,3748358360,403736452,717648476,497352916,509960412,7198361190,3771537949,7195581932,3771710611,3306757233,1466388,239106117,1646934,199261472,2992787667,7180981567,3737254694,319812,2031433256,20659,7198317810,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
252-lib1-t4-k1024-r2c4-u--b128,ok,ok,1,4,1024,2,4,-,128,15064598,15093656,67.843,32768000000,3285061295,7058387308,232331231,6078489,200785745,2018927,3897181979,7065856255,130523633,7318366745,2047368876,3295895656,7060279965,1538068414,246711738,3831791054,7065035747,216461678,7024580,729605761,449554526,13057149,3951026580,7068846056,3886743935,420844210,834135904,599199791,562398335,7064022183,3918031857,7069362232,3918254877,3416593200,6078489,232331231,2018927,200785745,3285061295,7058387308,3847700401,350661,2052431947,19826,7064064519,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
253-lib1-t4-k1024-r4c2-u--b16,ok,ok,1,4,1024,4,2,-,16,22586270,22629538,45.251,32768000000,4864815904,8064917567,91813497,84963,200476252,1830922,4949232533,8072204139,5257507,576688212,408048864,4901036537,8068898196,2431096005,32567893,4948450607,8070979761,31151207,2192043,106466653,76407175,7025426,4939091339,8069318341,4938380111,955290768,1584090298,650854773,641027190,8068267236,4952222086,8073205636,4952321402,4250749541,84963,91813497,1830922,200476252,4864815904,8064917567,4938373219,262756,2499144394,21348,8069584724,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
254-lib1-t4-k1024-r4c2-u--b32,ok,ok,1,4,1024,4,2,-,32,16794822,16811537,60.911,32768000000,3635715624,7552132122,63363199,80453,200267431,1614737,3876528773,7555266828,6450051,894565437,551942353,3649968690,7553150069,2064676026,35522507,3818698762,7554556519,34448950,3486880,188017034,136333505,7710822,3818425383,7554743608,3815799809,752716780,593857309,324418611,389896744,7559663564,3787738666,7553234570,3787911655,3299573033,80453,63363199,1614737,200267431,3635715624,7552132122,3792837198,219996,2139086164,20544,7555582918,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
255-lib1-t4-k1024-r4c2-u--b64,ok,ok,1,4,1024,4,2,-,64,13705314,13721137,74.629,32768000000,2976438335,7253631814,236773798,1654592,199310535,1906673,3360054545,7262501052,7005089,2116772827,1196347878,2974594753,7257415382,1748979245,111926652,3281032049,7269245203,102715362,3575400,337826024,214777581,11901706,3355796158,7263983985,3303298444,371250101,710867819,476258026,507968777,7264818554,3351825572,7267723945,3351933001,2968574858,1654592,236773798,1906673,199310535,2976438335,7253631814,3368727885,223125,2014206348,21288,7272546456,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
256-lib1-t4-k1024-r4c2-u--b128,ok,ok,1,4,1024,4,2,-,128,14836694,14855984,68.928,32768000000,3236930698,7091832636,256453539,6081687,201218978,1842423,3615515405,7101094761,8828346,3136852742,1513649778,3228071913,7090902531,1614200054,236079559,3572832020,7093530476,216374442,5994483,399229932,267468697,14143635,3607059795,7099259291,3566608961,359798182,775468299,562467111,606211359,7098445858,3606631920,7103169258,3606867019,3161925150,6081687,256453539,1842423,201218978,3236930698,7091832636,3573111863,237681,2043940688,20106,7097622855,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
257-lib1-t8-k256-r1c1-u--b16,ok,ok,1,8,256,1,1,-,16,11215174,11226035,91.217,32768000000,2460491507,6912172654,466670906,545835,102752146,1749895,2927277865,6921882021,185497788,7555303632,1401945589,2633894524,6915013966,1555584110,223212960,2947952064,6924338949,187361000,29604108,504062524,471077834,23958271,2927153708,6922811108,2925404060,272688868,458163434,678952262,450193242,6928019338,2899955574,6922867733,2900140308,2594212466,545835,466670906,1749895,102752146,2460491507,6912172654,2920794237,210921,1800206976,19609,6924179085,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
258-lib1-t8-k256-r1c1-u--b32,ok,ok,1,8,256,1,1,-,32,10322919,10343294,99.001,32768000000,2281518378,6075432984,275766957,548040,102503395,1696675,2674111742,6077214369,174609581,6390239461,1273982245,2356978589,6070630032,1557390919,194686822,2688834102,6078105271,170460643,22153588,471746377,411534419,20826884,2694148287,6078974985,2666556544,243870023,548374649,461361213,512637797,6077439824,2667208227,6075401016,2667366918,2363642616,548040,275766957,1696675,102503395,2281518378,6075432984,2666907882,209652,1798755701,19438,6079303361,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
259-lib1-t8-k256-r1c1-u--b64,ok,ok,1,8,256,1,1,-,64,9004218,9025743,113.453,32768000000,1988328108,4913209799,176609639,596361,103050761,1756659,2346195594,4923930143,207662813,5615550962,1146081086,1994206121,4912745204,1565394180,177555043,2346366904,4922405537,158698399,18391217,421289744,374729616,18246875,2343306030,4923330286,2334255118,210565034,428308170,404670872,592369170,4924646039,2340058676,4923944316,2340201330,2061323650,596361,176609639,1756659,103050761,1988328108,4913209799,2333661836,212826,1797072265,19173,4921792358,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
260-lib1-t8-k256-r1c1-u--b128,ok,ok,1,8,256,1,1,-,128,8547031,8567786,119.517,32768000000,1901890192,4313339234,128800726,177112,102623093,1826693,2261133263,4321467071,245296416,6197869012,1154132638,1902801756,4313875032,1578911522,204772381,2204907093,4315778590,177262687,23638231,456263046,423572951,22251078,2240974144,4320134729,2219896948,218238887,362516303,433519902,549305528,4319277980,2225991269,4319015071,2226163132,1938683858,177112,128800726,1826693,102623093,1901890192,4313339234,2227680756,158925,1796473340,18702,4319632081,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
261-lib1-t8-k256-r2c2-u--b16,ok,ok,1,8,256,2,2,-,16,28519119,28530557,35.891,32768000000,6117344088,8246502714,161172806,726092,103898985,1733838,6165245685,8252195403,4727519,769257045,429428324,6157274477,8251454076,2470258540,40755435,6170600498,8254282350,38702988,2617589,140620970,67532275,5859288,6164560353,8252202237,6168090046,1344311558,1616189145,698466425,587330061,8253981227,6164994806,8253186795,6165003014,5185124250,726092,161172806,1733838,103898985,6117344088,8246502714,6169980033,241780,2559344635,21997,8253882589,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
262-lib1-t8-k256-r2c2-u--b32,ok,ok,1,8,256,2,2,-,32,20192343,20227796,50.623,32768000000,4353958417,8264774744,107225777,187900,103121523,1836371,4458572763,8272660895,7785502,1340359024,668574567,4396173071,8267159362,2369499958,73564192,4458597702,8267392751,69217113,4070062,153782159,99118685,9085969,4456933221,8270672704,4459141064,908406805,1095267348,700143222,583406599,8272564411,4448383520,8270910898,4448481010,3855265216,187900,107225777,1836371,103121523,4353958417,8264774744,4491495844,234183,2540766899,20414,8270495663,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
263-lib1-t8-k256-r2c2-u--b64,ok,ok,1,8,256,2,2,-,64,14221389,14237765,71.921,32768000000,3089422094,7526844565,78699498,189329,102935277,1754347,3312661902,7534563636,36896209,2485255300,1022144343,3096275554,7529189278,2266366555,131258179,3243312537,7531777286,125577015,5881686,237453479,174869251,12127120,3317370951,7536213753,3295074392,499381671,525059281,392931303,420743191,7531422532,3301703259,7532631700,3301847537,2916754391,189329,78699498,1754347,102935277,3089422094,7526844565,3299527564,219786,2566470198,20299,7532284250,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
264-lib1-t8-k256-r2c2-u--b128,ok,ok,1,8,256,2,2,-,128,14184529,14191861,72.154,32768000000,3085271162,7751459584,267955811,836876,103474924,1904125,3443897246,7757774358,11887897,3434741619,1346530780,3086815962,7753618492,2079249088,128196345,3316388665,7753624013,105306116,4379311,327164544,249921200,18831568,3360600844,7759934011,3349694689,338692613,621094758,519533169,533763073,7758316733,3346227155,7755866214,3346414175,2987642716,836876,267955811,1904125,103474924,3085271162,7751459584,3361609234,241195,2563423676,19263,7766361337,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
265-lib1-t8-k256-r2c4-u--b16,ok,ok,1,8,256,2,4,-,16,22976093,23005465,44.511,32768000000,4941917731,8233755054,103164616,210657,103028993,1618574,4999668595,8235020978,5944538,780337366,479248275,4972503580,8237077819,2502411665,49680110,5001780342,8236530686,47966565,2037863,105255305,65006082,6038800,5006588348,8239302176,5011177583,1074999057,1451098715,729514657,620492916,8241459445,5009421213,8238704386,5009557389,4277371700,210657,103164616,1618574,103028993,4941917731,8233755054,5012574367,422534,2610391939,21723,8240911231,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
