tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cpu_core_l1d_pend_miss_fb_full_,perf_buffers_pending_cpu_core_l1d_pend_miss_pending_,perf_buffers_pending_cpu_core_l1d_pend_miss_pending_cycles_,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_cache_l1_cpu_core_mem_load_retired_l1_hit_,perf_cache_l1_cpu_core_mem_load_retired_l1_miss_,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l2_cpu_core_mem_load_retired_l2_hit_,perf_cache_l2_cpu_core_mem_load_retired_l2_miss_,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l3_dram_cpu_core_mem_load_l3_miss_retired_local_dram_,perf_cache_l3_dram_cpu_core_mem_load_retired_l3_hit_,perf_cache_l3_dram_cpu_core_mem_load_retired_l3_miss_,perf_cache_l3_dram_cycles,perf_cache_l3_dram_instructions,perf_cache_stalls_cpu_core_cycle_activity_stalls_l1d_miss_,perf_cache_stalls_cpu_core_cycle_activity_stalls_l2_miss_,perf_cache_stalls_cpu_core_cycle_activity_stalls_l3_miss_,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cpu_core_exe_activity_1_ports_util_,perf_execution_ports_cpu_core_exe_activity_2_ports_util_,perf_execution_ports_cpu_core_exe_activity_3_ports_util_,perf_execution_ports_cpu_core_exe_activity_4_ports_util_,perf_execution_ports_cycles,perf_execution_ports_instructions,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,perf_tlb_cpu_atom_dTLB_load_misses_,perf_tlb_cpu_atom_dTLB_loads_,perf_tlb_cpu_atom_iTLB_load_misses_,perf_tlb_cpu_core_dTLB_load_misses_,perf_tlb_cpu_core_dTLB_loads_,perf_tlb_cpu_core_iTLB_load_misses_,perf_tlb_cycles,perf_tlb_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_power_rapl,profile_summary,profile_tlb,profile_uncore_numa,profile_vectorization
353-lib1-t16-k768-r1c1-u--b16,ok,ok,1,16,768,1,1,-,16,165804510,176446588,5.803,32768000000,16277564648,42121207479,2018412662,1272935,32722345,4319166,11038524,623503201,487703133,16286854619,42122231183,18604639451,71072512,16320350324,42126605054,66694349,1100971,16329729695,42130659726,125141,896235,125141,16340131231,42133324395,128391691,37824020,22381849,16294971782,42115613305,2224479936,2742482713,2552633332,2190649474,16293605217,42125673847,16311597250,42129716122,16309348559,9435177194,1272935,2018412662,4319166,32722345,16277564648,42121207479,328487,19065225495,15999,330135,19063104579,14764,16312931779,42155613319,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
354-lib1-t16-k768-r1c1-u--b32,ok,ok,1,16,768,1,1,-,32,172630713,174861366,5.856,32768000000,16918304008,39791915816,1051163537,1318269,32342553,4002863,13954423,656066150,537765808,16960553181,39787774193,18339081116,86770417,17026069614,39788540722,82366546,872431,16806893839,39777606271,114000,683021,114000,16901520461,39795248424,133431008,32649025,22988998,16855028309,39777314485,2770346193,3467718454,2609764393,2043300556,16902267347,39789793858,16770960286,39775950060,16768432531,9531093623,1318269,1051163537,4002863,32342553,16918304008,39791915816,65052,18866745682,16281,66919,18875043121,14893,16826109276,39778605100,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
355-lib1-t16-k768-r1c1-u--b64,ok,ok,1,16,768,1,1,-,64,116554132,119315551,8.582,32768000000,10672804879,18130068295,368830052,537177,32874726,4351468,26092429,1136624940,697789444,10697895183,18128228683,4856056720,136935149,10726182797,18133832472,131463455,750856,10723262684,18136197432,184588,535304,184588,10707781365,18133315977,148387611,35356149,24015554,10718293340,18137385226,2019388353,2395210741,1621713314,904242964,10754684169,18139357585,10699254783,18135910456,10698197801,6361683650,537177,368830052,4351468,32874726,10672804879,18130068295,67790,5127980986,13740,68813,5119430516,12132,10732026851,18159107856,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
356-lib1-t16-k768-r1c1-u--b128,ok,ok,1,16,768,1,1,-,128,108869891,109154584,9.381,32768000000,10671176516,16457303997,323307274,593729,31648434,4026377,40928738,2258313140,1127786361,10656310288,16456017565,4492029790,255788657,10698837345,16469097880,263035043,3693451,10627245035,16451418272,458953,2941108,458953,10651903250,16459949463,327330142,73993475,42764195,10690097951,16470316860,2171235337,2405900763,1428155511,651571957,10705532924,16472499500,10705398456,16469834643,10704016263,6182012884,593729,323307274,4026377,31648434,10671176516,16457303997,327869,4979660965,13753,329893,4980434893,12558,10715416006,16463600478,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
357-lib1-t16-k768-r2c2-u--b16,ok,ok,1,16,768,2,2,-,16,135075949,141391939,7.242,32768000000,12958457583,27826692033,1218443711,2408681,32658604,3826849,11687048,799920410,578432337,12980273052,27829551170,8706360120,99040608,12981634047,27827536356,102032200,732179,12978647632,27831219148,83193,586753,83193,12977051548,27831419664,82846157,33416146,20228560,12945570799,27821977815,3175189936,2932465034,2161953199,1476860508,12970125978,27826414662,13037789040,27826634169,13035627730,7225489399,2408681,1218443711,3826849,32658604,12958457583,27826692033,330142,8912923055,14952,331386,8904051911,13091,12979800507,27842686004,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
358-lib1-t16-k768-r2c2-u--b32,ok,ok,1,16,768,2,2,-,32,132680899,139308119,7.351,32768000000,13119218513,25769664849,452339793,622059,32683348,4235243,21964372,1424735098,876183115,13082188437,25757162319,8408012567,182353734,13143529039,25772136861,179331512,861201,13175564328,25740304451,115693,689417,115693,13064113134,25754754236,97627310,34869479,23178049,13059607698,25754026546,3574831243,3005585899,2022078884,1318780615,13311177386,25732232029,13094244121,25761396829,13092326363,7476111940,622059,452339793,4235243,32683348,13119218513,25769664849,190405,8760344042,14798,191894,8755696445,13195,13113129554,25781290694,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
359-lib1-t16-k768-r2c2-u--b64,ok,ok,1,16,768,2,2,-,64,106064279,111045168,9.221,32768000000,10297698588,19413583800,489795100,588882,32886759,4332226,16860720,1420152054,844256536,10263392358,19409430494,3536106583,176849865,10228421049,19401557101,176018976,1646490,10280555846,19414370097,222967,1268701,222967,10277412884,19409646142,213496344,46033903,27997006,10242276941,19408027903,2030833201,2410543891,1608942339,803605207,10292356617,19415523748,10240976769,19403557268,10239770147,5990154199,588882,489795100,4332226,32886759,10297698588,19413583800,332179,3872087138,13790,333113,3870030832,12483,10255711166,19419321626,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
360-lib1-t16-k768-r2c2-u--b128,ok,ok,1,16,768,2,2,-,128,98433892,103418033,9.902,32768000000,9650983884,17397317713,416991251,556127,33850999,4168578,20526635,2378565589,1390490320,9651044774,17392804824,2953971745,310162172,9624727558,17388964661,312055792,1995513,9605957425,17381844985,267846,1409428,267846,9618206016,17386700924,361911334,59230292,39302360,9594138247,17378916958,1742637241,2233500977,1565282616,718531966,9660656449,17398509385,9604648835,17385145304,9603535342,5622732456,556127,416991251,4168578,33850999,9650983884,17397317713,334359,3549762201,13692,335150,3549285704,12143,9601312850,17391850817,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
361-lib1-t16-k768-r2c4-u--b16,ok,ok,1,16,768,2,4,-,16,132654330,141321302,7.246,32768000000,12904403663,25074188551,440113873,611432,33196093,4109459,12887239,1437683016,981032074,12910791149,25071143356,8120919861,189716352,12923956831,25079112492,189752005,828561,12951055780,25086507778,78143,695674,78143,12922817819,25081569641,77988836,31433824,20143598,12901436126,25071773825,3531517096,2940683047,2097516515,1394858891,13052420712,25080966768,12917114202,25080046458,12915483497,7559055724,611432,440113873,4109459,33196093,12904403663,25074188551,338127,8487172427,14426,339772,8493544927,13041,12897548195,25073310242,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
362-lib1-t16-k768-r2c4-u--b32,ok,ok,1,16,768,2,4,-,32,146618626,146717619,6.979,32768000000,13112170287,25174119918,489589667,1292057,33124203,3994520,18744383,1701920461,1001478558,13127559425,25172211141,7632633196,199938915,13354455587,25145959962,218761656,1042020,13080525850,25162650298,117425,811187,117425,13158763204,25180810744,153697051,41549193,27634870,13150727604,25178255554,3614163110,3075664602,2035947341,1414989876,13099068319,25169133306,13116169144,25171533533,13114586253,7677271778,1292057,489589667,3994520,33124203,13112170287,25174119918,267802,8005167958,14294,268801,8009644491,13816,13085216119,25155340358,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
363-lib1-t16-k768-r2c4-u--b64,ok,ok,1,16,768,2,4,-,64,111125665,111922988,9.149,32768000000,10009248939,18419751129,509275953,1303481,32070328,4032060,13235434,1411472793,925974366,10002324555,18420075075,3001448228,190242365,10015539259,18419865127,182162668,1079305,10010968326,18421297785,138971,845293,138971,10022833897,18419789063,233423771,36850897,22788077,9988616365,18416428863,2078832334,2541554219,1639376062,750011208,10015473154,18420727088,10013824585,18420766666,10012524346,5737094777,1303481,509275953,4032060,32070328,10009248939,18419751129,330036,3346614571,13660,330611,3339296985,12417,10031190557,18453852639,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
364-lib1-t16-k768-r2c4-u--b128,ok,ok,1,16,768,2,4,-,128,92649608,94603760,10.824,32768000000,9164642502,16428086718,416716917,1053544,34212640,4089821,12378626,1584786000,1071052022,9690846105,16434580448,2672206621,226065355,9170487558,16440678098,239122692,1100867,9179591207,16435739270,139355,864460,139355,9177409925,16442116994,372600391,41966474,26774254,9154529413,16427869323,1681359196,2223388707,1663175846,672703436,9177993918,16440732758,9156528461,16435842242,9155420851,5351312406,1053544,416716917,4089821,34212640,9164642502,16428086718,332146,3074850860,14348,333601,3074766327,12839,9148363339,16412818627,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
365-lib1-t16-k768-r4c2-u--b16,ok,ok,1,16,768,4,2,-,16,131920786,137549869,7.445,32768000000,12840989048,25772793870,1114592310,1311475,32760534,3827144,15483853,1194643913,811281335,12903367483,25781802011,7948733868,155318161,12858891882,25777207495,152362019,750366,12848906746,25771245633,89196,605158,89196,12878824521,25780334321,74063379,30152108,17774192,12811721661,25766586277,3560853744,2897570779,2039952521,1340168910,12882445064,25782286815,12887547678,25785269467,12885888279,7503060370,1311475,1114592310,3827144,32760534,12840989048,25772793870,331627,8247190497,13818,332201,8250775980,12605,12881019983,25766418493,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
366-lib1-t16-k768-r4c2-u--b32,ok,ok,1,16,768,4,2,-,32,142453576,145581098,7.034,32768000000,13041596213,24799491183,390247594,387299,32946160,3855773,18642093,1978620726,1166789486,13057795260,24804816782,7592278187,245833066,13169472007,24794000019,254346951,828371,13029021709,24795223299,104816,624965,104816,13094920105,24815789630,161505637,37651473,23699901,13077903350,24804466518,3674639390,3144599740,2071002343,1335976595,13030517439,24794299639,13020072855,24797153208,13018269826,7446097604,387299,390247594,3855773,32946160,13041596213,24799491183,188529,8022953841,14196,189620,8022111758,12343,12947074195,24804623908,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
367-lib1-t16-k768-r4c2-u--b64,ok,ok,1,16,768,4,2,-,64,109591801,112508799,9.102,32768000000,10728115492,19201358058,558393372,2004814,32864329,3681864,14412175,1762818461,1142366505,10144200740,19193515932,2944000909,233626978,10172276502,19200668587,231581059,1098426,10173423548,19202283009,132698,872342,132698,10144680999,19197075219,288857186,49592654,31727692,10170705360,19198619059,2020953484,2466646074,1704906913,852887029,10185996988,19203210981,10170359326,19199542215,10168943324,5781724028,2004814,558393372,3681864,32864329,10728115492,19201358058,330015,3357091794,13289,330116,3361587530,11764,10168712458,19183496551,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
368-lib1-t16-k768-r4c2-u--b128,ok,ok,1,16,768,4,2,-,128,93958120,95688883,10.701,32768000000,9235502391,16770166827,396942766,1399035,32923341,4024103,14357150,2080452308,1334598519,9191508110,16755686156,2595969227,270836122,9167898750,16754185780,270994829,1067927,9186525051,16758189692,150065,900037,150065,9222687133,16760237448,410417372,46708382,29908222,9247944547,16772701866,1626222562,2172118039,1698509036,718447954,9228512889,16764020690,9217542188,16762146009,9216490523,5298345587,1399035,396942766,4024103,32923341,9235502391,16770166827,333410,3073490200,12165,333478,3080394038,10213,9476921603,16699662676,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
369-lib1-t16-k1024-r1c1-u--b16,ok,ok,1,16,1024,1,1,-,16,167469165,172997965,5.919,32768000000,15867341755,41919094928,1997435351,935659,31523667,4046114,14906428,428715087,362696066,15898544520,41925403905,18667991166,49788758,15884453851,41920422888,40982215,324641,16663474266,41951686342,48694,267712,48694,15929093906,41928196884,93758299,17344209,10490618,15850509910,41918381214,2168614689,2691825626,2496597946,2157936613,15890783706,41921630307,15862168440,41914813697,15859471148,8917259662,935659,1997435351,4046114,31523667,15867341755,41919094928,32041,18996024006,15717,33452,19002505974,14439,15883192859,41900877667,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
370-lib1-t16-k1024-r1c1-u--b32,ok,ok,1,16,1024,1,1,-,32,184063338,190834123,5.366,32768000000,17076513046,39608066561,1035159853,751922,31884285,3919206,19914837,441034369,389467209,17087662894,39620133469,18421587394,61156300,17089635029,39609055281,57602314,341461,17092670940,39619175037,42548,257592,42548,17061145429,39606398832,94030770,17197672,10259567,17076472390,39618182093,2803309355,3506478213,2652674443,2050452850,17072833911,39616060804,17070608866,39616494765,17067819025,9684314603,751922,1035159853,3919206,31884285,17076513046,39608066561,32942,18778776937,14585,33806,18797578832,13369,17003138759,39578151643,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
371-lib1-t16-k1024-r1c1-u--b64,ok,ok,1,16,1024,1,1,-,64,118479809,121913436,8.399,32768000000,11080423627,17964036045,355015591,606347,32376031,4380094,32298835,1079972175,831374641,11093632043,17962196848,4748010187,150827039,11108912232,17967516805,150893667,483023,11113644704,17968332240,89958,356189,89958,11107598591,17965888373,171952318,20761664,12279529,11428636892,17943926432,2079312389,2452246910,1618725630,883476296,11088394146,17963697204,11403432250,17939037454,11401925131,6495403288,606347,355015591,4380094,32376031,11080423627,17964036045,28754,5033868649,13808,29351,5035086977,12376,11091722356,17969135868,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
372-lib1-t16-k1024-r1c1-u--b128,ok,ok,1,16,1024,1,1,-,128,108132983,110359907,9.279,32768000000,10732749393,16266938517,302380351,524384,32201442,4000130,41593893,2503774765,1631082659,10703469489,16249758563,4317939298,311887331,10700106207,16258177859,339169529,858324,10709531841,16251356672,117763,702842,117763,10725334716,16259590348,411837932,30177090,19434776,10749083743,16266752416,2260467481,2457580309,1416802847,609013302,10707067656,16266512052,10710099440,16259416620,10708689210,6130628313,524384,302380351,4000130,32201442,10732749393,16266938517,40762,4887128178,13974,41702,4884765971,12485,10685590560,16258423961,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
373-lib1-t16-k1024-r2c2-u--b16,ok,ok,1,16,1024,2,2,-,16,131444129,137521376,7.446,32768000000,12842292900,27707744917,1211426362,1792841,32224937,3914784,11481478,789789058,611752671,12854187807,27707671731,8637482734,107165867,12834936971,27702744656,105281687,557764,12880987166,27712058919,65467,433724,65467,12878204154,27714054649,65583963,23685038,14125783,12831384772,27703132368,3144516150,2905782093,2152871212,1474528399,12850050585,27708179869,12873020475,27713972739,12871176488,7454967226,1792841,1211426362,3914784,32224937,12842292900,27707744917,186256,8838051983,14608,188735,8848315914,12458,12857665269,27684783166,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
374-lib1-t16-k1024-r2c2-u--b32,ok,ok,1,16,1024,2,2,-,32,141060281,145339812,7.046,32768000000,12969177685,25629683132,439435601,455687,32873359,4150308,19607804,1336455332,885753295,12962920199,25633023965,8365897856,172620071,12978907887,25637021190,174641219,827027,13005137526,25641824921,89179,663834,89179,12965280199,25632163593,81985821,29209021,18883583,12986298218,25637933103,3545487844,3028489022,2008778309,1316441677,12979879929,25636688010,12978442984,25633757420,12976447745,7110433366,455687,439435601,4150308,32873359,12969177685,25629683132,183360,8699249249,13248,184414,8711683713,12171,13087524668,25610417660,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
375-lib1-t16-k1024-r2c2-u--b64,ok,ok,1,16,1024,2,2,-,64,115792848,115998322,8.828,32768000000,10415263625,19290412289,480702830,1864552,33021568,4076666,23493962,1587354601,1021282860,10406278605,19284483691,3440677022,203088074,10414181079,19288345327,208200676,1027965,10401874174,19283463632,138521,816807,138521,10418499862,19289660711,234432231,35416176,21481515,10416509617,19289444973,2044044295,2412978992,1622743147,805802754,10437312752,19292274160,10425378095,19284872844,10424057469,5952753957,1864552,480702830,4076666,33021568,10415263625,19290412289,188500,3818134217,12881,189302,3819077630,10878,10421190629,19282583159,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
376-lib1-t16-k1024-r2c2-u--b128,ok,ok,1,16,1024,2,2,-,128,97711484,102418174,9.998,32768000000,9553101659,17257357314,401623339,355046,37460592,4323771,18222314,2635918753,1524224125,9613243826,17274197321,2793562032,369553669,9584375619,17268471036,360172802,1447776,9640453320,17279825293,185064,1055606,185064,9564211066,17267385978,388212635,47686984,31598841,9909829824,17287227702,1732824053,2224454801,1561274650,711127633,9552536491,17261754239,9596685355,17270569882,9595403312,5397781143,355046,401623339,4323771,37460592,9553101659,17257357314,187901,3492923815,13989,189436,3492834247,12867,9576776248,17271334438,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
377-lib1-t16-k1024-r2c4-u--b16,ok,ok,1,16,1024,2,4,-,16,144740457,145738163,7.026,32768000000,13012232880,24996201334,440785008,1078812,33206410,3823353,11652021,1479620719,1022270197,13040731423,24963769796,8069453220,193868457,12929621298,24973890375,192111633,767683,12931938138,24969401169,77653,662550,77653,13017351367,24992604957,74646992,28632987,17292250,12928218028,24975033444,3636744820,3009310191,2056149238,1361544884,12953632032,24977879348,12949170214,24975298686,12947123971,7210640440,1078812,440785008,3823353,33206410,13012232880,24996201334,275706,8453062210,14121,277016,8453285806,12655,12870840705,25010154489,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
378-lib1-t16-k1024-r2c4-u--b32,ok,ok,1,16,1024,2,4,-,32,132214331,134659704,7.604,32768000000,12982376136,25070263336,482612411,1067332,32931896,3968973,16600142,1619422809,978304091,12987342032,25067997824,7591212450,206066394,13007531282,25075402400,195734696,992784,13137691506,25064132511,109041,827454,109041,12971940358,25064936131,139091482,36620122,23310803,13023417448,25081428582,3582760160,3056491547,2025236092,1417112934,13000217343,25075233099,13012128660,25077340956,13011201145,7363028948,1067332,482612411,3968973,32931896,12982376136,25070263336,266574,7964357697,14111,267288,7967808507,12401,12987734673,25075553429,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
379-lib1-t16-k1024-r2c4-u--b64,ok,ok,1,16,1024,2,4,-,64,101380537,101531817,10.086,32768000000,9965756144,18328388897,505067554,1047731,32061983,3960581,12662107,1475795175,969331654,9973798766,18328525884,2964056528,189548756,9970615663,18329440842,184417242,892177,10247479798,18335770668,117413,717815,117413,9986063941,18331213863,226984372,32358416,19320322,9968630128,18331401893,2074904277,2535670679,1635367133,742794959,9968797812,18325608077,10242685609,18334725753,10241421413,5885327404,1047731,505067554,3960581,32061983,9965756144,18328388897,267338,3298809473,13488,268078,3298214442,12512,9993561207,18324211873,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
380-lib1-t16-k1024-r2c4-u--b128,ok,ok,1,16,1024,2,4,-,128,93370585,94236887,10.866,32768000000,9151728287,16356551918,418516086,1106885,32059864,4120814,12620499,1767074612,1165821928,9108553673,16345936523,2624766980,231374875,9114139061,16352584169,226426013,946208,9144308537,16356837341,115448,738369,115448,9100913521,16344917470,346482766,36423178,23215013,9145435738,16355220888,1685414466,2227263588,1646020109,667138725,9137417100,16358170745,9122659710,16349318729,9121486596,5261625174,1106885,418516086,4120814,32059864,9151728287,16356551918,269525,3036209709,13136,270862,3037088216,12697,9135347997,16346125320,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
381-lib1-t16-k1024-r4c2-u--b16,ok,ok,1,16,1024,4,2,-,16,139902800,144424562,7.090,32768000000,12819596941,25686462638,1108442116,950856,32837982,3736301,13591275,1325328808,901581880,12729661394,25682091255,7881814574,162250835,12827667410,25645368814,171308933,593079,12730406027,25679846682,66220,476163,66220,12734273926,25682510775,69419591,25836838,16003213,12727852502,25680773478,3549349817,2902635141,2035350309,1334612906,12776987262,25693275380,12865243993,25623878565,12863485872,7232826216,950856,1108442116,3736301,32837982,12819596941,25686462638,187453,8205403698,14249,188926,8206380431,12603,12809491685,25706140318,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
382-lib1-t16-k1024-r4c2-u--b32,ok,ok,1,16,1024,4,2,-,32,132942559,140500462,7.288,32768000000,12875411389,24724410164,387767814,275970,32141446,3966639,16744333,1718026514,1087522338,12852803574,24718148978,7611857297,218838352,12866453998,24723612577,220786517,699975,12898955536,24732383779,102448,556070,102448,12873485914,24725414955,137447036,32982564,19797868,12915668856,24739722237,3576187854,3054691125,2039135524,1365430432,12833970078,24714808538,12872742512,24722763801,12870808290,7323214448,275970,387767814,3966639,32141446,12875411389,24724410164,187291,7992268557,14273,187737,8003408765,13129,12864178316,24696899590,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
383-lib1-t16-k1024-r4c2-u--b64,ok,ok,1,16,1024,4,2,-,64,109432566,111998491,9.143,32768000000,10413336674,19128349441,555420808,1394532,32192191,3726801,13256884,1885679444,1209178805,10125210084,19122564656,2872063169,255148842,10129682253,19121481952,255950819,799773,10136983257,19121474510,114751,581558,114751,10160042382,19127079730,288971531,39241761,24861734,10128096891,19122791735,2017526988,2463150320,1702014894,848050811,10149553385,19125231844,10154540916,19125005550,10153123267,5734688322,1394532,555420808,3726801,32192191,10413336674,19128349441,187013,3322219857,14106,188546,3318284069,12500,10128500992,19162317730,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
384-lib1-t16-k1024-r4c2-u--b128,ok,ok,1,16,1024,4,2,-,128,93002902,96388917,10.624,32768000000,9157164033,16681537540,389766306,1559943,32798657,4111470,14111412,2089724364,1336972197,9122558964,16679671632,2566525600,271388888,9170156376,16690589813,278138182,733949,9151790597,16684065841,139773,634602,139773,9205899580,16691784639,408153999,39852745,25796083,9149401415,16679785830,1643708336,2185332156,1678424172,715073435,9163854589,16685378757,9159667130,16685844422,9158556054,5302751564,1559943,389766306,4111470,32798657,9157164033,16681537540,187172,3037566395,13384,188162,3041778914,12165,9198328783,16693803102,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
385-lib1-t32-k256-r1c1-u--b16,ok,ok,1,32,256,1,1,-,16,173814496,185541381,5.519,32768000000,16895510361,42546318309,2070525602,1484697,22465291,3536309,15486456,797710044,672171763,16878598531,42538196883,18568973714,105919923,17103751061,42548112425,104057430,783871,16857001637,42533247421,118078,581824,118078,16856695672,42544763400,151814790,32251481,20137337,16820453470,42527575064,2377038927,2883968838,2705672890,2245446396,16829457124,42525105496,16912452028,42543821107,16909991680,9680127123,1484697,2070525602,3536309,22465291,16895510361,42546318309,188130,19245023401,14789,189554,19243060678,12790,16815665336,42537354064,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
386-lib1-t32-k256-r1c1-u--b32,ok,ok,1,32,256,1,1,-,32,177013510,177892593,5.756,32768000000,17293284525,40256960877,1114938468,1066041,23990408,3898033,11327858,679382994,510497075,17257727373,40222711999,18555495176,82845523,17260219666,40220861486,79291584,820798,17120303490,40199139271,124505,583247,124505,17357357986,40243794313,125444312,30595479,19063685,17234827164,40222426973,2734314923,3380752480,2643431415,2101408686,17228157327,40222086466,17205101463,40213157969,17202530745,9661862371,1066041,1114938468,3898033,23990408,17293284525,40256960877,185361,19074297287,15480,186528,19084202014,14824,17121357104,40195559871,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
387-lib1-t32-k256-r1c1-u--b64,ok,ok,1,32,256,1,1,-,64,113451735,113691740,9.007,32768000000,11167274041,18516397762,417069089,867292,24925136,3902543,15847051,1604325639,777596978,11141341002,18511729703,4914104752,200715381,11163976740,18512206865,187957201,1465472,11118289742,18510872963,246406,1138322,246406,11183242939,18519143895,232446757,48460665,30361362,11131090394,18512007613,2080021573,2438475624,1686542854,949112409,11171321857,18517206745,11822244081,18481766068,11820562288,6563236533,867292,417069089,3902543,24925136,11167274041,18516397762,185858,5304975915,13504,185887,5306160466,12444,11153658916,18521315769,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
388-lib1-t32-k256-r1c1-u--b128,ok,ok,1,32,256,1,1,-,128,136562860,136731913,7.489,32768000000,11562479064,16852333564,373751198,877982,24451956,3766018,31234601,3995786299,1809953261,11269635123,16845290173,4193542801,511651553,11288713343,16845302500,504456345,5976140,11281798894,16845312802,693478,4887148,693478,11280803660,16846279399,541508489,109548524,67276452,11298635420,16850400001,2224197504,2486457858,1541328732,720450239,11240828265,16845403684,11294726296,16849197081,11293202396,6406842178,877982,373751198,3766018,24451956,11562479064,16852333564,189445,5167417565,13959,190081,5161786670,12685,11295378271,16850210948,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
389-lib1-t32-k256-r2c2-u--b16,ok,ok,1,32,256,2,2,-,16,133631869,136357484,7.510,32768000000,13109161211,28074345044,1240045399,1050489,25663608,3969104,13278525,736835751,544578360,13112080300,28073172762,8819930091,98563542,13106611467,28073865039,96378541,567995,13114677135,28034080064,83737,429055,83737,13105519347,28073101119,81721379,28684229,18321660,13109916013,28074410774,3174365966,2947432460,2173851629,1467879602,13108166001,28074153970,13107443335,28074244350,13105546356,7518519690,1050489,1240045399,3969104,25663608,13109161211,28074345044,187650,9013173958,14110,188849,9017387144,12407,13104596730,28047231165,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
