tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_buffers_store_cycles,perf_buffers_store_instructions,perf_buffers_store_offcore_requests_buffer_sq_full,perf_buffers_store_offcore_requests_outstanding_cycles_with_data_rd,perf_buffers_store_offcore_requests_outstanding_demand_data_rd_ge_6,perf_buffers_store_resource_stalls_sb,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l1_mem_load_retired_l1_hit,perf_cache_l1_mem_load_retired_l1_miss,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l2_mem_load_retired_l2_hit,perf_cache_l2_mem_load_retired_l2_miss,perf_cache_l3_dram_cycles,perf_cache_l3_dram_instructions,perf_cache_l3_dram_mem_load_l3_miss_retired_local_dram,perf_cache_l3_dram_mem_load_retired_l3_hit,perf_cache_l3_dram_mem_load_retired_l3_miss,perf_cache_stalls_cycle_activity_stalls_l1d_miss,perf_cache_stalls_cycle_activity_stalls_l2_miss,perf_cache_stalls_cycle_activity_stalls_l3_miss,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cycles,perf_execution_ports_exe_activity_1_ports_util,perf_execution_ports_exe_activity_2_ports_util,perf_execution_ports_exe_activity_3_ports_util,perf_execution_ports_exe_activity_4_ports_util,perf_execution_ports_instructions,perf_execution_uops_cycles,perf_execution_uops_instructions,perf_execution_uops_resource_stalls_any,perf_execution_uops_uops_executed_thread,perf_execution_uops_uops_issued_any,perf_execution_uops_uops_retired_retire_slots,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_frontend_cycles,perf_frontend_idq_uops_not_delivered_core,perf_frontend_idq_uops_not_delivered_cycles_0_uops_deliv_core,perf_frontend_idq_uops_not_delivered_cycles_le_1_uop_deliv_core,perf_frontend_instructions,perf_power_rapl_cycles,perf_power_rapl_instructions,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,perf_tlb_cycles,perf_tlb_dTLB_load_misses,perf_tlb_dTLB_loads,perf_tlb_iTLB_load_misses,perf_tlb_iTLB_loads,perf_tlb_instructions,perf_uncore_numa_cycles,perf_uncore_numa_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_power_rapl,profile_summary,profile_tlb,profile_uncore_numa,profile_vectorization
247-lib1-t4-k1024-r2c2-u--b64,ok,ok,1,4,1024,2,2,-,64,31061320,31558610,32.448,32768000000,7573467107,18346018280,486444452,3017648,199537676,2846529,7606592628,18329148539,99307323,6263470747,2142977941,7637920173,18345365144,76082569,2168606417,54539140,133375383,7605866559,18333281588,2884056801,416860502,7609977681,18338992710,406649239,9966463,7603659229,18325320699,305847,9605211,305907,350838019,287483936,43048908,7626907399,18336511079,7645275765,794501804,2159303769,2175950609,1149713058,18324767925,7585088475,18335500734,2233163679,20024408829,18517559789,18365719339,7621222769,18319420675,7621767662,6346589279,7634396340,397220869,71077060,79974512,18328348299,7664062049,18332429798,3017648,486444452,2846529,199537676,7573467107,18346018280,7659260992,1599030,3845331727,33905,24558,18313867359,7586647998,18331327808,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
248-lib1-t4-k1024-r2c2-u--b128,ok,ok,1,4,1024,2,2,-,128,29965183,30044957,34.082,32768000000,7303930390,16481651128,509323118,2891011,199214103,2844380,7301741238,16419046616,8416680,6500409057,2479630726,7336032093,16391875776,125452986,2096340582,31037614,411973525,7336442361,16419669700,2340402052,311242306,7291751503,16420186485,323419210,8508635,7278748480,16417365710,284322,7725366,284417,426647037,334551401,48586137,7306278731,16418891904,7333772327,822131894,2240076733,1863956371,1037202124,16395044656,7365093637,16434798697,2540722239,17888184281,16423896296,16273301581,7328629525,16421468269,7329176933,6097626484,7363802907,288151702,57368965,65592439,16418215324,7295815879,16415867637,2891011,509323118,2844380,199214103,7303930390,16481651128,7344848392,2256754,3522110226,31188,28670,16411355899,7339183807,16424849167,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
249-lib1-t4-k1024-r2c4-u--b16,ok,ok,1,4,1024,2,4,-,16,33633460,34031748,30.090,32768000000,8276071164,25116322450,443463443,1583569,198203639,2263933,8401643571,25073786002,3010008,3741061475,1703310963,8281834969,25042338063,11387131,2479662669,13358245,22461674,8254990822,25056436427,7894060961,290086083,8283636591,25073600682,286999813,4408024,8230463689,25050377095,126542,4268945,126615,145968527,135276114,26501736,8281705198,25066766455,8267307174,234031215,1010949649,2400108159,2961686115,25027696168,8589805759,25054415450,1439458484,27992545170,25711257664,25718711898,8284263477,25067668581,8284929352,6871663663,8285545882,351811050,58506692,66879212,25068252853,8265194787,25058486899,1583569,443463443,2263933,198203639,8276071164,25116322450,8294261726,2103090,8472861523,36850,28152,25073362828,8238480617,25056853411,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
250-lib1-t4-k1024-r2c4-u--b32,ok,ok,1,4,1024,2,4,-,32,35174583,35993880,28.449,32768000000,8698238844,25247444898,491197672,1619516,198667903,2849478,8724175489,25140702449,125463723,6011708604,1890311478,8717619519,25055418863,109092179,2112960989,47693125,223082732,8679464680,25118599189,7223400904,369222503,8679215854,25119728471,362422243,6331478,8696973822,25118789904,195564,6047980,195663,220658517,178232949,29877601,8679784519,25118357686,8679877848,355507028,1414323045,2844718561,2604207083,24998134054,8664892580,25001566312,1752822484,27310182689,25325383920,25352965662,8699197742,25127360318,8699681881,7275506796,8676342677,356836717,54475348,62580111,25116412887,8691647371,25128859926,1619516,491197672,2849478,198667903,8698238844,25247444898,8692694675,2027796,7978020857,39695,26780,25192511411,8740855714,25141582214,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
251-lib1-t4-k1024-r2c4-u--b64,ok,ok,1,4,1024,2,4,-,64,30238716,30585549,33.480,32768000000,7466252492,17639758519,605609882,1620494,198688094,2804927,7476919433,17647177845,17242063,6410235412,2214128508,7498797782,17624816833,236484409,1939139973,39127104,709398268,7456745007,17644471655,2503764439,393175823,7461008768,17645600623,402925920,5964850,7446492685,17643089185,181173,5690152,181272,324541347,219783663,35334179,7460323296,17646619250,7491991546,870950958,2190593169,2072611771,1080995143,17671651010,7488658251,17648923652,2317796986,19188108793,17512736741,17405675358,7430065022,17642443380,7430566927,6171370055,7480993238,344188844,65162340,73143508,17646053032,7483000024,17652121553,1620494,605609882,2804927,198688094,7466252492,17639758519,7472870385,2092153,3322550733,32730,25701,17618386128,7456460404,17646275832,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
252-lib1-t4-k1024-r2c4-u--b128,ok,ok,1,4,1024,2,4,-,128,30711693,30823021,33.222,32768000000,7451883027,15480775980,520079927,1488721,198083196,2895803,7470386705,15494816245,19989045,6248043141,2264886077,7486188129,15500587972,284203298,2005343421,37886694,1501623714,7457044351,15495558589,2348361118,377217845,7445696355,15483378233,369038793,7005354,7484162320,15494317009,215043,6553856,215124,487328784,268037023,35291509,7436235697,15489328987,7479195018,1088842664,2222474015,1551963229,850519441,15507312847,7478144713,15507763057,2850105479,16995203651,15413431149,15291499487,7464322654,15493565253,7464778196,6247237629,7484592942,319317511,51485774,58656021,15488694350,7433522346,15484803866,1488721,520079927,2895803,198083196,7451883027,15480775980,7470905177,2033027,3068143657,36631,22612,15488143480,7500733590,15487360843,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
253-lib1-t4-k1024-r4c2-u--b16,ok,ok,1,4,1024,4,2,-,16,32486098,32904411,31.120,32768000000,8200819431,25804967973,1120965374,1595025,197690301,2874176,8032631954,25773439455,3572531,2379343714,1473314854,8020044107,25793961945,6279528,3469727885,1158998,20494201,8002624665,25757645650,7826292964,199466427,8016912300,25756425625,197138692,3029380,7989149627,25751706689,112795,2879798,112851,136055995,119365340,25020584,8050414044,25772266053,8024263406,191005481,836698166,2294340718,2679131973,25778753601,8040481514,25707951598,1069837923,27996051822,26139346072,25912400398,8020346173,25766463481,8020873196,6678105890,7977264295,288356360,53112746,61612416,25756127090,7986079253,25751987601,1595025,1120965374,2874176,197690301,8200819431,25804967973,8042545158,1429045,8227506044,34604,34641,25820839046,8004200858,25757609049,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
254-lib1-t4-k1024-r4c2-u--b32,ok,ok,1,4,1024,4,2,-,32,34603075,34955706,29.294,32768000000,8495982477,24803838584,387817749,1446644,198670321,2816723,8520840760,24800089716,24326432,4360836506,1734548205,8561393042,24748412841,6103380,2686871766,2707111,194047973,8520683703,24801590551,7298218848,324742311,8581875417,24823517097,320344704,4980074,8552932345,24813996310,161340,4873601,161447,167700413,131102624,26624387,8524799895,24803256317,8521275781,326937246,1547370432,2657396135,2692258694,24778727207,8547364545,24852256258,1727672851,26623576473,25088839116,24951981487,8562077875,24815829643,8562536590,7167790758,8525909870,320423260,58291616,67872344,24805270348,8561712590,24811644408,1446644,387817749,2816723,198670321,8495982477,24803838584,8543580636,1443954,8007663394,41943,26779,24768334674,8515640197,24804756290,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
255-lib1-t4-k1024-r4c2-u--b64,ok,ok,1,4,1024,4,2,-,64,30841844,31599429,32.406,32768000000,7620546074,18403426308,651784982,1445806,198481679,2603861,7592872415,18425413432,14426478,5057606226,2008865475,7626472990,18453561118,7158790,2527820636,1841844,660874956,7621794543,18423300634,2590606015,376144964,7622412173,18425897718,381720341,4315834,7634276807,18432614211,179655,3944289,179755,227017822,146823617,32261495,7587824750,18418499215,7621755941,845377183,2346716945,2243203179,1080510792,18451096580,7599282155,18433138925,2238064078,19731928165,18365271637,18294021371,7595473706,18422635753,7595991649,6315552883,7574251726,277080821,51850557,59562954,18419230902,7578089426,18420702898,1445806,651784982,2603861,198481679,7620546074,18403426308,7601404939,1511015,3332074438,35285,21786,18427458476,7604889870,18423412097,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
256-lib1-t4-k1024-r4c2-u--b128,ok,ok,1,4,1024,4,2,-,128,30489515,30635517,33.425,32768000000,7488848341,15811547934,497248037,1447782,198479524,2750727,7475912060,15822531748,7787716,4632771279,1963916568,7538482358,15834556201,8978046,2616681238,2050262,1435610834,7485030184,15820408155,2409275018,351242641,7432935011,15822330500,363819940,4348816,7515630785,15828824991,263595,3978965,263695,327342928,138975335,31289420,7466958320,15826025401,7505047826,1059998779,2326852955,1679326388,957363807,15832408986,7541100602,15808562799,2794235294,17270878503,15800502213,15714915059,7514893234,15830622861,7515463566,6270942552,7471655834,277068462,53431431,61688571,15822789747,7455540009,15822340049,1447782,497248037,2750727,198479524,7488848341,15811547934,7582559061,1373974,3077874406,39103,22099,15827444528,7559532888,15824671777,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
257-lib1-t8-k256-r1c1-u--b16,ok,ok,1,8,256,1,1,-,16,54721862,54951171,18.635,32768000000,13349054465,42675660202,2084485148,14806897,103134231,2580840,13480616646,42667087377,1304834,1615451389,1367303946,13503674969,42690905312,920917,1928722699,733819,10683312,13527298293,42669904500,18187746922,96946844,13435835252,42651245679,93703805,1960677,13518402388,42666442128,83918,1844629,84005,133239716,92622058,17904680,13490335864,42661688558,13493596628,309203146,961856446,1768982554,4417186441,42644858315,13497764604,42643510500,1633694122,54091870858,42242447573,41660824527,13456285859,42653494897,13456998600,11212411940,13494281706,880999775,96502711,108091599,42665908618,13543713540,42674994126,14806897,2084485148,2580840,103134231,13349054465,42675660202,13431147784,693318,19314467117,45658,34194,42630575603,13584147378,42689562318,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
258-lib1-t8-k256-r1c1-u--b32,ok,ok,1,8,256,1,1,-,32,58990237,59515976,17.205,32768000000,14354913565,40392440705,1134415528,4116996,102885483,2565626,14330097202,40379512061,1309311,2006210502,1619994494,14414737771,40452829648,1887346,1871451788,717138,10286426,14303838172,40364631611,18031701586,154717991,14299264159,40359289603,150444589,2862747,14332157974,40373940431,121835,2680074,121939,156575469,106389333,20350053,14334250768,40361820346,14345672009,369904264,1410055773,3139291697,4590758090,40341045823,14361536796,40406795707,3008572475,52290166280,40128688557,39876825540,14362492042,40383453471,14363219344,11906748238,14324146614,591919588,71661380,84906981,40373338256,14339841060,40376485510,4116996,1134415528,2565626,102885483,14354913565,40392440705,14310851596,695622,19142095744,46766,33595,40429798726,14305540378,40356339969,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
259-lib1-t8-k256-r1c1-u--b64,ok,ok,1,8,256,1,1,-,64,31030136,31090738,32.936,32768000000,7652587430,17601665237,428953644,811188,101805978,2669969,7596508003,17533252619,28359109,4919304041,2116182086,7612703760,17527391590,13837096,1387281460,48484395,9827464,7584550114,17537653889,4495278709,405674049,7590741621,17539062218,393001255,7054292,7570319572,17537555621,292051,6765920,292176,346308967,181286787,33540124,7617404807,17542390719,7591854037,893002428,2037658657,1737206403,1061625928,17524873300,7595730258,17568976920,2125786469,20445153581,18894465755,18841945713,7555881087,17529087588,7556456179,6295592761,7603535331,346332231,54044182,63072726,17551037951,7594861485,17544510248,811188,428953644,2669969,101805978,7652587430,17601665237,7541377145,700560,5329148487,34039,24006,17536353428,7593190919,17539983523,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
260-lib1-t8-k256-r1c1-u--b128,ok,ok,1,8,256,1,1,-,128,28478593,28639155,35.755,32768000000,6989297013,15627540164,374448281,803730,101198687,2284075,6927627005,15647984344,36324768,8106405909,2633440331,6907011919,15600652223,21445178,1295647462,111602153,9909355,6959839062,15658875369,3820460122,679282475,6952279867,15653871861,664268370,14282945,7026121454,15655514821,576073,13369047,576166,324300049,230438587,41854105,6947312149,15653915943,6972731092,699258660,1880980000,1571922916,1241065310,15636670375,6951746971,15659701354,1954716351,18739287522,17130439944,17094303717,6939854220,15640979504,6940404423,5765084443,6909220489,311207751,46561749,54227740,15647816942,6944178263,15658029302,803730,374448281,2284075,101198687,6989297013,15627540164,6914095263,794985,5177950126,31197,23467,15615308636,6912702297,15647167321,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
261-lib1-t8-k256-r2c2-u--b16,ok,ok,1,8,256,2,2,-,16,37761119,37908211,27.013,32768000000,9157542039,28151522454,1246402136,2228075,102469762,2368289,9163084055,28160889441,1399203,1531977313,937950360,9173910339,28135879410,3163214,1742906700,726132,11152035,9172999516,28166104686,8770126926,127402565,9182307940,28163964150,125055611,2263178,9181153197,28165301237,114085,2182312,114181,115254374,90917514,21190737,9166445784,28161067177,9188822371,411361730,1332411288,2079306029,2804426164,28131410830,9205898959,28185005157,1398482513,30384411489,28774938444,28545142996,9175972298,28163494230,9176543515,7665043600,9177740161,437052787,56013997,69119734,28162797671,9180845545,28166602159,2228075,1246402136,2368289,102469762,9157542039,28151522454,9155742868,886093,9031140387,38832,28998,28146489984,9150906652,28162303278,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
262-lib1-t8-k256-r2c2-u--b32,ok,ok,1,8,256,2,2,-,32,34990114,35022796,29.238,32768000000,8464619395,26087384437,475653962,2304108,102269640,2069221,8477253622,26079582500,12920686,2352896851,1195271305,8503615322,26176068217,5021056,1493448702,22017117,13958014,8484297264,26084767463,8484133542,176606957,8469992652,26080214994,172154034,3913662,8523452745,26102099023,180493,3601769,180580,121102222,96027225,23064420,8497512833,26088864305,8508485340,263207503,1163309815,2458297197,2660444470,26134388550,8481222122,26124943209,1253268867,28365483687,26485068817,26323348154,8498844471,26088317389,8499351532,7102741023,8483807010,398257704,51606314,62798686,26086576622,8471505316,26081212740,2304108,475653962,2069221,102269640,8464619395,26087384437,8621727626,869442,8880831665,32398,30927,26087948052,8565160966,26085078109,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
263-lib1-t8-k256-r2c2-u--b64,ok,ok,1,8,256,2,2,-,64,30403775,30491952,33.583,32768000000,7402288197,18703085711,524686670,2269919,102305410,2385259,7391771177,18704916969,20280679,4065474082,1648489370,7398487031,18685045095,25513055,1304284208,40184252,91902836,7400090874,18707106638,3255731605,321115119,7432841430,18710896620,315192900,5691281,7395201146,18703860206,265830,5133155,265924,160842068,129101903,29662566,7389376391,18694529117,7460681427,650775462,2037333275,2291984821,1162336440,18676558949,7443413681,18688576367,1894791557,20498064621,18921854443,18828667830,7392202309,18696542720,7392574498,6202675328,7431290011,336880836,51085298,61235795,18708994221,7376618894,18702207592,2269919,524686670,2385259,102305410,7402288197,18703085711,7398614267,895837,4013289003,34909,23790,18693432186,7411304810,18701423679,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
264-lib1-t8-k256-r2c2-u--b128,ok,ok,1,8,256,2,2,-,128,28551520,28703002,35.676,32768000000,6937100517,16765217714,540830855,2200412,101906304,2262393,6897285758,16747387804,3045929,3969781693,1843383228,6952287922,16761574216,55171265,1190442236,26602673,293663333,6968829932,16770631997,2830193816,240455380,6964127581,16781334819,246625326,3874697,6964403995,16774430075,207995,3444073,208079,185636675,136739540,31548579,6952935411,16778599191,6897443429,642560664,2075496341,1804673925,1072450247,16795715205,6910665002,16724512052,1989452922,18433484079,16818257707,16686075415,6955633248,16771655100,6956187479,5883551365,6918412562,270872839,48543441,57599301,16758307564,6967207947,16775659168,2200412,540830855,2262393,101906304,6937100517,16765217714,6898493338,990123,3696672758,38318,23975,16791421841,7108057077,16775932962,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
265-lib1-t8-k256-r2c4-u--b16,ok,ok,1,8,256,2,4,-,16,34042098,34103273,30.026,32768000000,8299162819,25336635931,461579865,740111,101954233,2492261,8295615071,25360377788,2105849,3005441839,1486226136,8290540599,25406769983,7822459,1367189106,9475298,17576517,8289061393,25356070600,8078117773,261645306,8306320994,25363440673,258985935,2691275,8319228596,25366413234,121089,2524705,121143,95244714,86813031,21597486,8330967171,25369975423,8292284059,174958718,959531113,2386913307,2951433401,25381328648,8298795931,25391929036,1206769801,28300407231,26041389867,25995150277,8302818239,25364540194,8303339302,6926335992,8322714063,346614385,52395795,61712158,25363827460,8324428777,25358814895,740111,461579865,2492261,101954233,8299162819,25336635931,8290585841,1074739,8590823536,33240,26064,25363427691,8333824057,25366045245,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
266-lib1-t8-k256-r2c4-u--b32,ok,ok,1,8,256,2,4,-,32,35406996,35546791,28.807,32768000000,8627396808,25484598322,511693740,796615,101851926,2591583,8598786035,25404905900,37428537,3790279732,1526358122,8922696385,25481307879,55288685,1267203638,24449536,247737253,8621306636,25410931416,7510530603,288327735,8629451065,25414722920,285647340,3736428,8625553268,25411351253,181595,3469303,181693,124104570,105218789,24796386,8615233097,25410344080,8656169425,289962515,1320612582,2814727161,2613953260,25533224220,8620340106,25360778620,1573767065,27541164724,25586674931,25647206211,8642993837,25420299934,8643559260,7193388459,8628139928,373966692,53475985,62562931,25412839238,8613997646,25406075980,796615,511693740,2591583,101851926,8627396808,25484598322,8622570380,1059121,8124778795,37390,28507,25314555145,8628326796,25417032102,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
267-lib1-t8-k256-r2c4-u--b64,ok,ok,1,8,256,2,4,-,64,29863461,30277547,33.820,32768000000,7346570334,18043597352,629834623,2473821,101712916,2336708,7398224040,17947662158,5855836,4102514063,1800774535,7395575083,17941614094,98319899,1083243918,19098847,633706731,7378531289,17939139373,2807001972,326788307,7347368904,17934884896,326311695,3141991,7381034019,17940457345,170826,2924756,170920,169989211,106585889,25561444,7327323408,17930185662,7321664568,759985167,2053422548,2046574758,1131713571,17941192187,7373781354,17878510163,2046444701,19645670998,17900525443,17793033003,7358614370,17927237059,7359099490,6147768151,7333868241,304911090,52567698,62526896,17928823259,7396807217,17931361141,2473821,629834623,2336708,101712916,7346570334,18043597352,7379105307,1064830,3457080293,35725,30283,17943659243,7350734616,17939232078,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
268-lib1-t8-k256-r2c4-u--b128,ok,ok,1,8,256,2,4,-,128,30505358,30692956,33.363,32768000000,7423008852,15828194446,550203940,2899713,102377225,2519311,7426635487,15784933711,7035571,4480493505,1931872399,7417925492,15814113942,109491087,1134206497,18881855,1362960332,7421461962,15796246090,2537910288,354944560,7469521791,15785352872,338616441,3299621,7424209733,15780421060,159239,3038237,159343,274827456,110935340,24242354,7417246258,15787808755,7413589574,997554148,2194037039,1595239316,904775651,15791275847,7420593010,15774982853,2574050793,17418729686,15806087707,15678816648,7426588224,15792556744,7427064911,6221650639,7449609329,329642906,50655986,60755757,15794887779,7431718548,15792028249,2899713,550203940,2519311,102377225,7423008852,15828194446,7439982900,1050109,3202707832,36628,25714,15756261723,7451622395,15799369776,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
269-lib1-t8-k256-r4c2-u--b16,ok,ok,1,8,256,4,2,-,16,33521866,33596090,30.480,32768000000,8143120696,25996681370,1132855937,4638638,102722108,2438937,8127614124,26003512473,3544139,1697977522,1080545430,8145171026,26000508406,4661069,1835030944,1196976,19023463,8140996421,26008842981,8057982597,142002577,8147162557,26007866217,139681797,2325150,8128216466,26002210269,113014,2139661,113079,115717131,86723080,21020066,8147163376,26002985291,8134640190,186526776,797257812,2313569586,2725338286,25968193341,8153479686,26015221704,987645407,28352668735,26444356823,26283350283,8149824022,25997554790,8150523842,6767083988,8146473992,334594448,58212190,67771618,26010947130,8136931895,26003058965,4638638,1132855937,2438937,102722108,8143120696,25996681370,8167200680,889609,8337432195,35262,27329,25993259829,8128275852,26005871023,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
270-lib1-t8-k256-r4c2-u--b32,ok,ok,1,8,256,4,2,-,32,34989890,35070268,29.199,32768000000,8502845236,25074121913,417460432,1563944,101991571,2333936,8633746532,25050811480,10716051,2671027479,1363287544,8510825093,25108150691,4178382,1462330126,3740415,104766152,8492298333,25044515265,7658173920,213647419,8477380951,25048689402,209865207,3404952,8517939890,25055435485,183237,3246702,183322,130708630,98403961,24696350,8690957306,25074390746,8520349381,257516915,1465156937,2592524888,2731386718,25049744728,8503471808,25074309244,1547295371,26919139356,25328006796,25204972361,8517535883,25058796428,8518034136,7119605049,8500362944,311686535,51947158,62988936,25055804276,8485025448,25048704561,1563944,417460432,2333936,101991571,8502845236,25074121913,8560543287,898597,8111305582,41710,30677,25102710599,8485305557,25049303993,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
271-lib1-t8-k256-r4c2-u--b64,ok,ok,1,8,256,4,2,-,64,30839497,31004907,33.027,32768000000,7536101117,18684101612,678943089,4594940,101903700,2205835,7580713534,18672911155,5848639,2977603129,1549390567,7576746484,18682379508,5430183,1415759808,2322135,441005111,7561641499,18677500978,2971671817,236032832,7565346964,18673255230,229443834,2754980,7551340447,18671742478,160810,2582220,160897,150583155,92003083,23263569,7572955334,18671711464,7559985911,744996327,2231270964,2234657930,1095012224,18686985644,7685908018,18699296079,2004814682,20171664034,18838471363,18599807698,7557678476,18679826185,7558155434,6321311712,7521106562,308073174,54246954,63230207,18668318039,7547850278,18666199224,4594940,678943089,2205835,101903700,7536101117,18684101612,7547770502,905800,3468110831,39000,25494,18717469264,7552771856,18676956057,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
272-lib1-t8-k256-r4c2-u--b128,ok,ok,1,8,256,4,2,-,128,29966035,30066274,34.058,32768000000,7239820936,16014615779,514632927,1468813,101955548,2192823,7247809489,16056525718,3339432,3160140341,1681663639,7259369288,16006724027,9747697,1362187673,2755997,1090614045,7268640684,16052816570,2672679760,258647694,7250351583,16063809636,265331902,2920756,7296841533,16073551312,195065,2628743,195152,224235525,99373381,26409398,7266101219,16064310837,7258947854,887428092,2216039614,1695939559,994291699,16088622471,7274770329,16077639882,2471392196,17564235406,16036336080,15953272271,7260069696,16058736219,7260627618,6075282479,7255055173,275817379,49605042,59039117,16056868803,7266144125,16052334532,1468813,514632927,2192823,101955548,7239820936,16014615779,7239729173,891324,3183779252,35897,26614,16068792552,7267406496,16051839520,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
273-lib1-t8-k512-r1c1-u--b16,ok,ok,1,8,512,1,1,-,16,53618728,53722129,19.061,32768000000,12943839333,42235982133,2046938792,2419293,102850890,2576843,12937481866,42250046879,1316105,1325311777,1098395908,12926953889,42131414389,1340327,1968925878,706557,9257659,12941231046,42241756477,18165878628,47685844,12954208928,42252484943,46518398,2104611,12943285390,42230810746,95562,1975815,95653,175177244,101004301,15891748,12935444080,42243559269,12884174940,184320135,651766439,1555578888,4386433821,42120963481,12963557618,42349057618,1518347405,53188780510,41357980261,41105959651,12933302140,42241831497,12933904443,10749017793,12945995409,736218443,65987435,77320203,42248979876,12959402389,42258553362,2419293,2046938792,2576843,102850890,12943839333,42235982133,12921522915,678601,19132461153,45911,34531,42225020097,12930156765,42240655464,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
274-lib1-t8-k512-r1c1-u--b32,ok,ok,1,8,512,1,1,-,32,57786533,57922139,17.679,32768000000,13974633467,39929853706,1089211389,7820690,102432783,2320369,13964843330,39942610748,1347141,1320762010,1030196264,14020265107,39993114044,1486741,1742087041,743328,12329350,13938290542,39933985891,18301402740,86074745,13975506904,39946877550,82545339,2847435,13960533388,39941921094,117586,2686037,117656,143301885,100978472,20369986,13962475941,39944734291,13953355854,293355112,1258230143,2953350628,4629238907,39913480377,13995177332,39962544399,2781473401,51782905405,39734749671,39463771668,13982941756,39948692424,13983605784,11617093141,13967607609,639061226,82424482,95869759,39939847189,14052365330,39956693953,7820690,1089211389,2320369,102432783,13974633467,39929853706,14081226044,695728,18930362298,48367,40658,39967067368,14041603397,39963196586,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
275-lib1-t8-k512-r1c1-u--b64,ok,ok,1,8,512,1,1,-,64,29365199,29509931,34.700,32768000000,7166971058,17123605073,383364905,618708,101755035,2155740,7205061048,17151542806,19764161,3368344666,1395403715,7188761019,17163696004,4528212,1487557056,48099216,9322591,7207471088,17148105122,4693838932,220732707,7201630531,17154930696,214863159,7732609,7180708545,17151204597,315826,7193495,315962,313343999,200482043,34234507,7196828524,17154369570,7201708808,797601718,1824648953,1586190303,1011557885,17187094070,7230115506,17166523579,1911895685,19988873016,18562750735,18444615135,7236256099,17158950954,7236644469,6079475408,7224721549,299582155,48862873,58036486,17158720696,7202920588,17161112789,618708,383364905,2155740,101755035,7166971058,17123605073,7209534970,698053,5164521645,35334,26563,17270593879,7202001368,17151636509,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
